sphrase ID	name	* noms français	ia	da	p	pia	pda	description
abmoelmf00250	Drain Fire Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Fire Damage
abmoelmp00160	Drain Poison Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Poison Damage
abmoelmp00180	Drain Poison Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Poison Damage
abmoelmp00200	Drain Poison Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Poison Damage
abmoelmp00225	Drain Poison Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Poison Damage
abmoelmp00250	Drain Poison Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Poison Damage
abmoelms00160	Drain Shockwave Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Shockwave Damage
abmoelms00180	Drain Shockwave Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Shockwave Damage
abmoelms00200	Drain Shockwave Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Shockwave Damage
abmoelms00225	Drain Shockwave Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Shockwave Damage
abmoelms00250	Drain Shockwave Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Shockwave Damage
abmoelma00040	Drain Acid Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Acid Damage
abmoelma00050	Drain Acid Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Acid Damage
abmoelma00065	Drain Acid Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Acid Damage
abmoelma00080	Drain Acid Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Acid Damage
abmoelma00100	Drain Acid Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Acid Damage
abmoelma00120	Drain Acid Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Acid Damage
abmoelma00140	Drain Acid Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Acid Damage
abmoelma00160	Drain Acid Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Acid Damage
abmoelma00180	Drain Acid Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Acid Damage
abmoelma00200	Drain Acid Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Acid Damage
abmoelma00225	Drain Acid Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Acid Damage
abmoelma00250	Drain Acid Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Acid Damage
abmoelmc00040	Drain Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Cold Damage
abmoelmc00050	Drain Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Cold Damage
abmoelmc00065	Drain Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Cold Damage
abmoelmc00080	Drain Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Cold Damage
abmoelmc00100	Drain Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Cold Damage
abmoelmc00120	Drain Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Cold Damage
abmoelmc00140	Drain Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Cold Damage
abmoelmc00160	Drain Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Cold Damage
abmoelmc00180	Drain Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Cold Damage
abmoelmc00200	Drain Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Cold Damage
abmoelmc00225	Drain Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Cold Damage
abmoelmc00250	Drain Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Cold Damage
abmoelmr00040	Drain Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Rot Damage
abmoelmr00050	Drain Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Rot Damage
abmoelmr00065	Drain Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Rot Damage
abmoelmr00080	Drain Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Rot Damage
abmoelmr00100	Drain Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Rot Damage
abmoelmr00120	Drain Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Rot Damage
abmoelmr00140	Drain Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Rot Damage
abmoelmr00160	Drain Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Rot Damage
abmoelmr00180	Drain Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Rot Damage
abmoelmr00200	Drain Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Rot Damage
abmoelmr00225	Drain Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Rot Damage
abmoelmr00250	Drain Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Rot Damage
abmoetme00160	Electric Damage Upgrade		an	the				Fourni une brique de puissance pour le sort Electric Damage
abmoetme00180	Electric Damage Upgrade		an	the				Fourni une brique de puissance pour le sort Electric Damage
abmoetme00200	Electric Damage Upgrade		an	the				Fourni une brique de puissance pour le sort Electric Damage
abmoetme00225	Electric Damage Upgrade		an	the				Fourni une brique de puissance pour le sort Electric Damage
abmoetme00250	Electric Damage Upgrade		an	the				Fourni une brique de puissance pour le sort Electric Damage
abmoetmf00160	Fire Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Fire Damage
abmoetmf00180	Fire Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Fire Damage
abmoetmf00200	Fire Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Fire Damage
abmoetmf00225	Fire Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Fire Damage
abmoetmf00250	Fire Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Fire Damage
abmoetmp00160	Poison Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Poison Damage
abmoetmp00180	Poison Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Poison Damage
abmoetmp00200	Poison Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Poison Damage
abmoetmp00225	Poison Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Poison Damage
abmoetmp00250	Poison Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Poison Damage
abmoetms00160	Shockwave Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Shockwave Damage
abmoetms00180	Shockwave Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Shockwave Damage
abmoetms00200	Shockwave Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Shockwave Damage
abmoetms00225	Shockwave Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Shockwave Damage
abmoetms00250	Shockwave Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Shockwave Damage
abmoetma00015	Acid Damage Upgrade		an	the				Fourni une brique de puissance pour le sort Acid Damage
abmoetma00030	Acid Damage Upgrade		an	the				Fourni une brique de puissance pour le sort Acid Damage
abmoetma00040	Acid Damage Upgrade		an	the				Fourni une brique de puissance pour le sort Acid Damage
abmoetma00050	Acid Damage Upgrade		an	the				Fourni une brique de puissance pour le sort Acid Damage
abmoetma00065	Acid Damage Upgrade		an	the				Fourni une brique de puissance pour le sort Acid Damage
abmoetma00080	Acid Damage Upgrade		an	the				Fourni une brique de puissance pour le sort Acid Damage
abmoetma00100	Acid Damage Upgrade		an	the				Fourni une brique de puissance pour le sort Acid Damage
abmoetma00120	Acid Damage Upgrade		an	the				Fourni une brique de puissance pour le sort Acid Damage
abmoetma00140	Acid Damage Upgrade		an	the				Fourni une brique de puissance pour le sort Acid Damage
abmoetma00160	Acid Damage Upgrade		an	the				Fourni une brique de puissance pour le sort Acid Damage
abmoetma00180	Acid Damage Upgrade		an	the				Fourni une brique de puissance pour le sort Acid Damage
abmoetma00200	Acid Damage Upgrade		an	the				Fourni une brique de puissance pour le sort Acid Damage
abmoetma00225	Acid Damage Upgrade		an	the				Fourni une brique de puissance pour le sort Acid Damage
abmoetma00250	Acid Damage Upgrade		an	the				Fourni une brique de puissance pour le sort Acid Damage
abmoetmc00015	Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Cold Damage
abmoetmc00030	Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Cold Damage
abmoetmc00040	Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Cold Damage
abmoetmc00050	Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Cold Damage
abmoetmc00065	Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Cold Damage
abmoetmc00080	Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Cold Damage
abmoetmc00100	Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Cold Damage
abmoetmc00120	Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Cold Damage
abmoetmc00140	Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Cold Damage
abmoetmc00160	Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Cold Damage
abmoetmc00180	Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Cold Damage
abmoetmc00200	Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Cold Damage
abmoetmc00225	Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Cold Damage
abmoetmc00250	Cold Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Cold Damage
abmoetmr00015	Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Rot Damage
abmoetmr00030	Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Rot Damage
abmoetmr00040	Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Rot Damage
abmoetmr00050	Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Rot Damage
abmoetmr00065	Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Rot Damage
abmoetmr00080	Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Rot Damage
abmoetmr00100	Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Rot Damage
abmoetmr00120	Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Rot Damage
abmoetmr00140	Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Rot Damage
abmoetmr00160	Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Rot Damage
abmoetmr00180	Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Rot Damage
abmoetmr00200	Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Rot Damage
abmoetmr00225	Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Rot Damage
abmoetmr00250	Rot Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Rot Damage
abctmea13	Waving Sword Pattern		a	the				Waving Sword Plan
abmstmc00005	Create Sap Crystal Upgrade		a	the				Fourni une brique de puissance pour le sort Create Sap Crystal
abmstmc00020	Create Sap Crystal Upgrade		a	the				Fourni une brique de puissance pour le sort Create Sap Crystal
abmstmc00050	Create Sap Crystal Upgrade		a	the				Fourni une brique de puissance pour le sort Create Sap Crystal
abmstmc00100	Create Sap Crystal Upgrade		a	the				Fourni une brique de puissance pour le sort Create Sap Crystal
abmstmc00160	Create Sap Crystal Upgrade		a	the				Fourni une brique de puissance pour le sort Create Sap Crystal
abmstmc00200	Create Sap Crystal Upgrade		a	the				Fourni une brique de puissance pour le sort Create Sap Crystal
abmstmc00250	Create Sap Crystal Upgrade		a	the				Fourni une brique de puissance pour le sort Create Sap Crystal
abcfrea07	Burning Autolauncher Pattern		a	the				Burning Autolauncher Plan
abcfrea08	Burning Launcher Pattern		a	the				Burning Launcher Plan
abthp01	Increase HP 1		a	the				Increase your Health Points capacity.
abthp02	Increase HP 2		a	the				Increase your Health Points capacity.
abthp03	Increase HP 3		a	the				Increase your Health Points capacity.
abthp04	Increase HP 4		a	the				Increase your Health Points capacity.
abthp05	Increase HP 5		a	the				Increase your Health Points capacity.
abtsap01	Increase Sap 1		a	the				Increase your Sap capacity.
abtsap02	Increase Sap 2		a	the				Increase your Sap capacity.
abtsap03	Increase Sap 3		a	the				Increase your Sap capacity.
abtsap04	Increase Sap 4		a	the				Increase your Sap capacity.
abtsap05	Increase Sap 5		a	the				Increase your Sap capacity.
abtsta01	Increase stamina 1		a	the				Increase your Stamina capacity.
abtsta02	Increase stamina 2		a	the				Increase your Stamina capacity.
abtsta03	Increase stamina 3		a	the				Increase your Stamina capacity.
abtsta04	Increase stamina 4		a	the				Increase your Stamina capacity.
abtsta05	Increase stamina 5		a	the				Increase your Stamina capacity.
abtfoc01	Increase focus 1		a	the				Increase your Focus capacity.
abtfoc02	Increase focus 2		a	the				Increase your Focus capacity.
abtfoc03	Increase focus 3		a	the				Increase your Focus capacity.
abtfoc04	Increase focus 4		a	the				Increase your Focus capacity.
abtfoc05	Increase focus 5		a	the				Increase your Focus capacity.
abm_concentrate_00008	Concentrate 1		a	the				Increase your skill level against interruptions, to lower chance of cast break.
abm_concentrate_00016	Concentrate 2		a	the				Increase your skill level against interruptions, to lower chance of cast break.
abm_concentrate_00030	Concentrate 3		a	the				Increase your skill level against interruptions, to lower chance of cast break.
abm_concentrate_00045	Concentrate 4		a	the				Increase your skill level against interruptions, to lower chance of cast break.
abm_concentrate_00065	Concentrate 5		a	the				Increase your skill level against interruptions, to lower chance of cast break.
abm_concentrate_00080	Concentrate 6		a	the				Increase your skill level against interruptions, to lower chance of cast break.
abm_concentrate_00100	Concentrate 7		a	the				Increase your skill level against interruptions, to lower chance of cast break.
abm_concentrate_00120	Concentrate 8		a	the				Increase your skill level against interruptions, to lower chance of cast break.
