*HASH_VALUE	item ID	name	named	nameda	ia	da	p	pd	pia	pda	description	
_C569A508E9759E81	ma_hom_tatoo39	Tattoo 'Zeichen des Sieges'	Tattoo 'Zeichen des Sieges'	Tattoo 'Zeichen des Sieges'	ein	das	Tattoos 'Zeichen des Sieges'	Tattoos 'Zeichen des Sieges'	ein	die	Tattoo nur für männliche Matis	
_474BF7262C285D8F	ma_hom_tatoo4	Tattoo 'Zeichen der heiligen Begeisterung'	Tattoo 'Zeichen der heiligen Begeisterung'	Tattoo 'Zeichen der heiligen Begeisterung'	ein	das	Tattoos 'Zeichen der heiligen Begeisterung'	Tattoos 'Zeichen der heiligen Begeisterung'	ein	die	Tattoo nur für männliche Matis	
_EDC577B42577C37D	ma_hom_tatoo40	Tattoo 'Kriegshörner'	Tattoo 'Kriegshörner'	Tattoo 'Kriegshörner'	ein	das	Tattoos 'Kriegshörner'	Tattoos 'Kriegshörner'	ein	die	Tattoo nur für männliche Matis	
_AC2E7528AB16A324	ma_hom_tatoo41	Tattoo 'Lilafarbener Sieg'	Tattoo 'Lilafarbener Sieg'	Tattoo 'Lilafarbener Sieg'	ein	das	Tattoos 'Lilafarbener Sieg'	Tattoos 'Lilafarbener Sieg'	ein	die	Tattoo nur für männliche Matis	
_25E749FCE971C37F	ma_hom_tatoo42	Tattoo 'Bravichi-Blatt'	Tattoo 'Bravichi-Blatt'	Tattoo 'Bravichi-Blatt'	ein	das	Tattoos 'Bravichi-Blatt'	Tattoos 'Bravichi-Blatt'	ein	die	Tattoo nur für männliche Matis	
_1E541EE8C68C7B45	ma_hom_tatoo43	Tattoo 'Strudeln auf gefleckten Flügeln'	Tattoo 'Strudeln auf gefleckten Flügeln'	Tattoo 'Strudeln auf gefleckten Flügeln'	ein	das	Tattoos 'Strudeln auf gefleckten Flügeln'	Tattoos 'Strudeln auf gefleckten Flügeln'	ein	die	Tattoo nur für männliche Matis	
_6937E4A529668F83	ma_hom_tatoo44	Tattoo 'Strudel'	Tattoo 'Strudel'	Tattoo 'Strudel'	ein	das	Tattoos 'Strudel'	Tattoos 'Strudel'	ein	die	Tattoo nur für männliche Matis	
_EB0F1230B2ABB4E1	ma_hom_tatoo45	Tattoo 'Nussbraune Flügel im Wind'	Tattoo 'Nussbraune Flügel im Wind'	Tattoo 'Nussbraune Flügel im Wind'	ein	das	Tattoos 'Nussbraune Flügel im Wind'	Tattoos 'Nussbraune Flügel im Wind'	ein	die	Tattoo nur für männliche Matis	
_2BDD21137007AB24	ma_hom_tatoo46	Tattoo 'Tylini-Streifen'	Tattoo 'Tylini-Streifen'	Tattoo 'Tylini-Streifen'	ein	das	Tattoos 'Tylini-Streifen'	Tattoos 'Tylini-Streifen'	ein	die	Tattoo nur für männliche Matis	
_E334C0A5ABC5E77C	ma_hom_tatoo47	Tattoo 'Furienhaltung'	Tattoo 'Furienhaltung'	Tattoo 'Furienhaltung'	ein	das	Tattoos 'Furienhaltung'	Tattoos 'Furienhaltung'	ein	die	Tattoo nur für männliche Matis	
_E6030810ECF6F37F	ma_hom_tatoo48	Tattoo 'Furienstreifen'	Tattoo 'Furienstreifen'	Tattoo 'Furienstreifen'	ein	das	Tattoos 'Furienstreifen'	Tattoos 'Furienstreifen'	ein	die	Tattoo nur für männliche Matis	
_EA9970A1A785FF74	ma_hom_tatoo49	Tattoo 'Freiwilligkeit'	Tattoo 'Freiwilligkeit'	Tattoo 'Freiwilligkeit'	ein	das	Tattoos 'Freiwilligkeit'	Tattoos 'Freiwilligkeit'	ein	die	Tattoo nur für männliche Matis	
_916C0A933FAB7269	ma_hom_tatoo5	Tattoo 'Brauner gefleckter Augenrand'	Tattoo 'Brauner gefleckter Augenrand'	Tattoo 'Brauner gefleckter Augenrand'	ein	das	Tattoos 'Brauner gefleckter Augenrand'	Tattoos 'Brauner gefleckter Augenrand'	ein	die	Tattoo nur für männliche Matis	
_5608F094AE05FB5D	ma_hom_tatoo50	Tattoo 'Böse Augen'	Tattoo 'Böse Augen'	Tattoo 'Böse Augen'	ein	das	Tattoos 'Böse Augen'	Tattoos 'Böse Augen'	ein	die	Tattoo nur für männliche Matis	
_C31D95162F967E80	ma_hom_tatoo51	Tattoo 'Roqvini-Streifen'	Tattoo 'Roqvini-Streifen'	Tattoo 'Roqvini-Streifen'	ein	das	Tattoos 'Roqvini-Streifen'	Tattoos 'Roqvini-Streifen'	ein	die	Tattoo nur für männliche Matis	
_C62C34FBED3CF099	ma_hom_tatoo52	Tattoo 'Tolle rosafarbene Schatten'	Tattoo 'Tolle rosafarbene Schatten'	Tattoo 'Tolle rosafarbene Schatten'	ein	das	Tattoos 'Tolle rosafarbene Schatten'	Tattoos 'Tolle rosafarbene Schatten'	ein	die	Tattoo nur für männliche Matis	
_C56991152DA4866E	ma_hom_tatoo53	Tattoo 'Braue der Uneinigkeit'	Tattoo 'Braue der Uneinigkeit'	Tattoo 'Braue der Uneinigkeit'	ein	das	Tattoos 'Braue der Uneinigkeit'	Tattoos 'Braue der Uneinigkeit'	ein	die	Tattoo nur für männliche Matis	
_46CAC5152DA48A6F	ma_hom_tatoo54	Tattoo 'Braue des Streits'	Tattoo 'Braue des Streits'	Tattoo 'Braue des Streits'	ein	das	Tattoos 'Braue des Streits'	Tattoos 'Braue des Streits'	ein	die	Tattoo nur für männliche Matis	
_3E490296BFA984F2	ma_hom_tatoo55	Tattoo 'Gezackter Augenrand'	Tattoo 'Gezackter Augenrand'	Tattoo 'Gezackter Augenrand'	ein	das	Tattoos 'Gezackter Augenrand'	Tattoos 'Gezackter Augenrand'	ein	die	Tattoo nur für männliche Matis	
_C41DD5C5EF67927C	ma_hom_tatoo56	Tattoo 'Streifen auf Feuer'	Tattoo 'Streifen auf Feuer'	Tattoo 'Streifen auf Feuer'	ein	das	Tattoos 'Streifen auf Feuer'	Tattoos 'Streifen auf Feuer'	ein	die	Tattoo nur für männliche Matis	
_FE9D59B0F30894F4	ma_hom_tatoo57	Tattoo 'Bravichis Sieg'	Tattoo 'Bravichis Sieg'	Tattoo 'Bravichis Sieg'	ein	das	Tattoos 'Bravichis Sieg'	Tattoos 'Bravichis Sieg'	ein	die	Tattoo nur für männliche Matis	
_089D0DD4E8673FEB	ma_hom_tatoo58	Tattoo 'Strudel auf Violett'	Tattoo 'Strudel auf Violett'	Tattoo 'Strudel auf Violett'	ein	das	Tattoos 'Strudel auf Violett'	Tattoos 'Strudel auf Violett'	ein	die	Tattoo nur für männliche Matis	
_551F590BEC86FF5B	ma_hom_tatoo59	Tattoo 'Rötliche Vendetta'	Tattoo 'Rötliche Vendetta'	Tattoo 'Rötliche Vendetta'	ein	das	Tattoos 'Rötliche Vendetta'	Tattoos 'Rötliche Vendetta'	ein	die	Tattoo nur für männliche Matis	
_A550B4714DCCA051	ma_hom_tatoo6	Tattoo 'Blauer gefleckter Augenrand'	Tattoo 'Blauer gefleckter Augenrand'	Tattoo 'Blauer gefleckter Augenrand'	ein	das	Tattoos 'Blauer gefleckter Augenrand'	Tattoos 'Blauer gefleckter Augenrand'	ein	die	Tattoo nur für männliche Matis	
_6CDD7D256FC59326	ma_hom_tatoo60	Tattoo 'Herbststrudel'	Tattoo 'Herbststrudel'	Tattoo 'Herbststrudel'	ein	das	Tattoos 'Herbststrudel'	Tattoos 'Herbststrudel'	ein	die	Tattoo nur für männliche Matis	
_8CE3E13505CC7480	ma_hom_tatoo61	Tattoo 'Braune Flügel im Wind'	Tattoo 'Braune Flügel im Wind'	Tattoo 'Braune Flügel im Wind'	ein	das	Tattoos 'Braune Flügel im Wind'	Tattoos 'Braune Flügel im Wind'	ein	die	Tattoo nur für männliche Matis	
_EC7D6D1D23B2DF6B	ma_hom_tatoo62	Tattoo 'Strudelnde Flügel'	Tattoo 'Strudelnde Flügel'	Tattoo 'Strudelnde Flügel'	ein	das	Tattoos 'Strudelnde Flügel'	Tattoos 'Strudelnde Flügel'	ein	die	Tattoo nur für männliche Matis	
_2C675BB3A806E77C	ma_hom_tatoo63	Tattoo 'Kriegsstreifen'	Tattoo 'Kriegsstreifen'	Tattoo 'Kriegsstreifen'	ein	das	Tattoos 'Kriegsstreifen'	Tattoos 'Kriegsstreifen'	ein	die	Tattoo nur für männliche Matis	
_916C36807DDBB26B	ma_hom_tatoo7	Tattoo 'Rötlicher gefleckter Augenrand'	Tattoo 'Rötlicher gefleckter Augenrand'	Tattoo 'Rötlicher gefleckter Augenrand'	ein	das	Tattoos 'Rötlicher gefleckter Augenrand'	Tattoos 'Rötlicher gefleckter Augenrand'	ein	die	Tattoo nur für männliche Matis	
_39053D6B05F0BDE6	ma_hom_tatoo8	Tattoo 'Grüner gefleckter Schatten'	Tattoo 'Grüner gefleckter Schatten'	Tattoo 'Grüner gefleckter Schatten'	ein	das	Tattoos 'Grüner gefleckter Schatten'	Tattoos 'Grüner gefleckter Schatten'	ein	die	Tattoo nur für männliche Matis	
_39053D7D87F0A9E7	ma_hom_tatoo9	Tattoo 'Brauner gefleckter Schatten'	Tattoo 'Brauner gefleckter Schatten'	Tattoo 'Brauner gefleckter Schatten'	ein	das	Tattoos 'Brauner gefleckter Schatten'	Tattoos 'Brauner gefleckter Schatten'	ein	die	Tattoo nur für männliche Matis	
_29B8F08E59272082	tr_hof_tatoo0	Tattoo-Entfernung	Tattoo-Entfernung	Tattoo-Entfernung	eine	die	Tattoo-Entfernungen	Tattoo-Entfernungen	eine	die	Tattoo-Entfernung nur für weibliche Tryker	
_AB7644102FA5D379	tr_hof_tatoo1	Tattoo 'Dünne Augenlider'	Tattoo 'Dünne Augenlider'	Tattoo 'Dünne Augenlider'	ein	das	Tattoos 'Dünne Augenlider'	Tattoos 'Dünne Augenlider'	ein	die	Tattoo nur für weibliche Tryker	
_04D0F1C7065DFC97	tr_hof_tatoo10	Tattoo 'Geschmückter Augenumfang'	Tattoo 'Geschmückter Augenumfang'	Tattoo 'Geschmückter Augenumfang'	ein	das	Tattoos 'Geschmückter Augenumfang'	Tattoos 'Geschmückter Augenumfang'	ein	die	Tattoo nur für weibliche Tryker	
_1AE7FC04EEC67F5B	tr_hof_tatoo11	Tattoo 'Grüne Treppen'	Tattoo 'Grüne Treppen'	Tattoo 'Grüne Treppen'	ein	das	Tattoos 'Grüne Treppen'	Tattoos 'Grüne Treppen'	ein	die	Tattoo nur für weibliche Tryker	
_1A574014AA26835B	tr_hof_tatoo12	Tattoo 'Lilafarbene Treppen'	Tattoo 'Lilafarbene Treppen'	Tattoo 'Lilafarbene Treppen'	ein	das	Tattoos 'Lilafarbene Treppen'	Tattoos 'Lilafarbene Treppen'	ein	die	Tattoo nur für weibliche Tryker	
_2A18550AACB65334	tr_hof_tatoo13	Tattoo 'Leiterschatten'	Tattoo 'Leiterschatten'	Tattoo 'Leiterschatten'	ein	das	Tattoos 'Leiterschatten'	Tattoos 'Leiterschatten'	ein	die	Tattoo nur für weibliche Tryker	
_759E49FE9A251BCF	tr_hof_tatoo14	Tattoo 'Bösartige Leiter'	Tattoo 'Bösartige Leiter'	Tattoo 'Bösartige Leiter'	ein	das	Tattoos 'Bösartige Leiter'	Tattoos 'Bösartige Leiter'	ein	die	Tattoo nur für weibliche Tryker	
_E8184417EFB65B34	tr_hof_tatoo15	Tattoo 'Sonne auf der Leiter'	Tattoo 'Sonne auf der Leiter'	Tattoo 'Sonne auf der Leiter'	ein	das	Tattoos 'Sonne auf der Leiter'	Tattoos 'Sonne auf der Leiter'	ein	die	Tattoo nur für weibliche Tryker	
_227318A4F266DB84	tr_hof_tatoo16	Tattoo 'Rosafarbenes Spray'	Tattoo 'Rosafarbenes Spray'	Tattoo 'Rosafarbenes Spray'	ein	das	Tattoos 'Rosafarbenes Spray'	Tattoos 'Rosafarbenes Spray'	ein	die	Tattoo nur für weibliche Tryker	
_1718B4B36A160758	tr_hof_tatoo17	Tattoo 'Grünes Spray'	Tattoo 'Grünes Spray'	Tattoo 'Grünes Spray'	ein	das	Tattoos 'Grünes Spray'	Tattoos 'Grünes Spray'	ein	die	Tattoo nur für weibliche Tryker	
_EFF730072CD85B28	tr_hof_tatoo18	Tattoo 'Gelbes Spray'	Tattoo 'Gelbes Spray'	Tattoo 'Gelbes Spray'	ein	das	Tattoos 'Gelbes Spray'	Tattoos 'Gelbes Spray'	ein	die	Tattoo nur für weibliche Tryker	
_5657009BF0F6A36B	tr_hof_tatoo19	Tattoo 'Grün verwaschen'	Tattoo 'Grün verwaschen'	Tattoo 'Grün verwaschen'	ein	das	Tattoos 'Grün verwaschen'	Tattoos 'Grün verwaschen'	ein	die	Tattoo nur für weibliche Tryker	
_AE97DCBCAEC7F074	tr_hof_tatoo2	Tattoo 'Wangenpuder'	Tattoo 'Wangenpuder'	Tattoo 'Wangenpuder'	ein	das	Tattoos 'Wangenpuder'	Tattoos 'Wangenpuder'	ein	die	Tattoo nur für weibliche Tryker	
_952C566FC3A9CC0D	tr_hof_tatoo20	Tattoo 'Gelber Spray und rotes Auge'	Tattoo 'Gelber Spray und rotes Auge'	Tattoo 'Gelber Spray und rotes Auge'	ein	das	Tattoos 'Gelber Spray und rotes Auge'	Tattoos 'Gelber Spray und rotes Auge'	ein	die	Tattoo nur für weibliche Tryker	
_227300ABB385C785	tr_hof_tatoo21	Tattoo 'Blauer Spray'	Tattoo 'Blauer Spray'	Tattoo 'Blauer Spray'	ein	das	Tattoos 'Blauer Spray'	Tattoos 'Blauer Spray'	ein	die	Tattoo nur für weibliche Tryker	
_68A8D89C6AC56326	tr_hof_tatoo22	Tattoo 'Orangefarbenes Blatt'	Tattoo 'Orangefarbenes Blatt'	Tattoo 'Orangefarbenes Blatt'	ein	das	Tattoos 'Orangefarbenes Blatt'	Tattoos 'Orangefarbenes Blatt'	ein	die	Tattoo nur für weibliche Tryker	
_2543E8B76BA77F6E	tr_hof_tatoo23	Tattoo 'Rosafarbenes Blatt'	Tattoo 'Rosafarbenes Blatt'	Tattoo 'Rosafarbenes Blatt'	ein	das	Tattoos 'Rosafarbenes Blatt'	Tattoos 'Rosafarbenes Blatt'	ein	die	Tattoo nur für weibliche Tryker	
_445D8D7DCACC7C49	tr_hof_tatoo24	Tattoo 'Orangefarbenes Ufer'	Tattoo 'Orangefarbenes Ufer'	Tattoo 'Orangefarbenes Ufer'	ein	das	Tattoos 'Orangefarbenes Ufer'	Tattoos 'Orangefarbenes Ufer'	ein	die	Tattoo nur für weibliche Tryker	
_083D858B883D8049	tr_hof_tatoo25	Tattoo 'Lilafarbenes Ufer'	Tattoo 'Lilafarbenes Ufer'	Tattoo 'Lilafarbenes Ufer'	ein	das	Tattoos 'Lilafarbenes Ufer'	Tattoos 'Lilafarbenes Ufer'	ein	die	Tattoo nur für weibliche Tryker	
_E2C4423A1FCD6C8F	tr_hof_tatoo26	Tattoo 'Leiter am Ufer'	Tattoo 'Leiter am Ufer'	Tattoo 'Leiter am Ufer'	ein	das	Tattoos 'Leiter am Ufer'	Tattoos 'Leiter am Ufer'	ein	die	Tattoo nur für weibliche Tryker	
_1A9814132C57BB4F	tr_hof_tatoo27	Tattoo 'Rosafarbene Flanke'	Tattoo 'Rosafarbene Flanke'	Tattoo 'Rosafarbene Flanke'	ein	das	Tattoos 'Rosafarbene Flanke'	Tattoos 'Rosafarbene Flanke'	ein	die	Tattoo nur für weibliche Tryker	
_C8EC646E0DEA57DF	tr_hof_tatoo28	Tattoo 'Flankierter Augenumfang'	Tattoo 'Flankierter Augenumfang'	Tattoo 'Flankierter Augenumfang'	ein	das	Tattoos 'Flankierter Augenumfang'	Tattoos 'Flankierter Augenumfang'	ein	die	Tattoo nur für weibliche Tryker	
_235945D7EB961771	tr_hof_tatoo29	Tattoo 'Rosafarbener Korallenweg'	Tattoo 'Rosafarbener Korallenweg'	Tattoo 'Rosafarbener Korallenweg'	ein	das	Tattoos 'Rosafarbener Korallenweg'	Tattoos 'Rosafarbener Korallenweg'	ein	die	Tattoo nur für weibliche Tryker	
_041FD5DB450D9D93	tr_hof_tatoo3	Tattoo 'Wangenpuder und Eyeliner'	Tattoo 'Wangenpuder und Eyeliner'	Tattoo 'Wangenpuder und Eyeliner'	ein	das	Tattoos 'Wangenpuder und Eyeliner'	Tattoos 'Wangenpuder und Eyeliner'	ein	die	Tattoo nur für weibliche Tryker	
_AECC800B2BD79B5E	tr_hof_tatoo30	Tattoo 'Grüner Korallenweg'	Tattoo 'Grüner Korallenweg'	Tattoo 'Grüner Korallenweg'	ein	das	Tattoos 'Grüner Korallenweg'	Tattoos 'Grüner Korallenweg'	ein	die	Tattoo nur für weibliche Tryker	
_23592DDEACB5F772	tr_hof_tatoo31	Tattoo 'Blauer Korallenweg'	Tattoo 'Blauer Korallenweg'	Tattoo 'Blauer Korallenweg'	ein	das	Tattoos 'Blauer Korallenweg'	Tattoos 'Blauer Korallenweg'	ein	die	Tattoo nur für weibliche Tryker	
_2DD70CBB6A37C773	tr_hof_tatoo32	Tattoo 'Fruchtbarkeit'	Tattoo 'Fruchtbarkeit'	Tattoo 'Fruchtbarkeit'	ein	das	Tattoos 'Fruchtbarkeit'	Tattoos 'Fruchtbarkeit'	ein	die	Tattoo nur für weibliche Tryker	
_5F730CA9EDE5BF77	tr_hof_tatoo33	Tattoo 'Fischtanz'	Tattoo 'Fischtanz'	Tattoo 'Fischtanz'	ein	das	Tattoos 'Fischtanz'	Tattoos 'Fischtanz'	ein	die	Tattoo nur für weibliche Tryker	
_E8B8751F6DE58A7D	tr_hof_tatoo34	Tattoo 'Rollende Wellen'	Tattoo 'Rollende Wellen'	Tattoo 'Rollende Wellen'	ein	das	Tattoos 'Rollende Wellen'	Tattoos 'Rollende Wellen'	ein	die	Tattoo nur für weibliche Tryker	
_2B67FCA8AE66BB84	tr_hof_tatoo35	Tattoo 'Sonnenuntergang'	Tattoo 'Sonnenuntergang'	Tattoo 'Sonnenuntergang'	ein	das	Tattoos 'Sonnenuntergang'	Tattoos 'Sonnenuntergang'	ein	die	Tattoo nur für weibliche Tryker	
_A627AD032F959288	tr_hof_tatoo36	Tattoo 'Prakker-Zähne'	Tattoo 'Prakker-Zähne'	Tattoo 'Prakker-Zähne'	ein	das	Tattoos 'Prakker-Zähne'	Tattoos 'Prakker-Zähne'	ein	die	Tattoo nur für weibliche Tryker	
_6979ECB36A76FF76	tr_hof_tatoo37	Tattoo 'Hingebung'	Tattoo 'Hingebung'	Tattoo 'Hingebung'	ein	das	Tattoos 'Hingebung'	Tattoos 'Hingebung'	ein	die	Tattoo nur für weibliche Tryker	
_EB89F0AB27465F27	tr_hof_tatoo38	Tattoo 'Kakteenaugen'	Tattoo 'Kakteenaugen'	Tattoo 'Kakteenaugen'	ein	das	Tattoos 'Kakteenaugen'	Tattoos 'Kakteenaugen'	ein	die	Tattoo nur für weibliche Tryker	
_2657F0A6A955CB7B	tr_hof_tatoo39	Tattoo 'Balance'	Tattoo 'Balance'	Tattoo 'Balance'	ein	das	Tattoos 'Balance'	Tattoos 'Balance'	ein	die	Tattoo nur für weibliche Tryker	
_A82E5DD8A5D45472	tr_hof_tatoo4	Tattoo 'Roter Sonnenschwung'	Tattoo 'Roter Sonnenschwung'	Tattoo 'Roter Sonnenschwung'	ein	das	Tattoos 'Roter Sonnenschwung'	Tattoos 'Roter Sonnenschwung'	ein	die	Tattoo nur für weibliche Tryker	
_2888CCB7E9157B28	tr_hof_tatoo40	Tattoo 'Haken-Schlaufe'	Tattoo 'Haken-Schlaufe'	Tattoo 'Haken-Schlaufe'	ein	das	Tattoos 'Haken-Schlaufe'	Tattoos 'Haken-Schlaufe'	ein	die	Tattoo nur für weibliche Tryker	
_6A43D103AC41937F	tr_hof_tatoo41	Tattoo 'Über die Welle'	Tattoo 'Über die Welle'	Tattoo 'Über die Welle'	ein	das	Tattoos 'Über die Welle'	Tattoos 'Über die Welle'	ein	die	Tattoo nur für weibliche Tryker	
_270DA51364C2036C	tr_hof_tatoo42	Tattoo 'Zwielicht-Tanz'	Tattoo 'Zwielicht-Tanz'	Tattoo 'Zwielicht-Tanz'	ein	das	Tattoos 'Zwielicht-Tanz'	Tattoos 'Zwielicht-Tanz'	ein	die	Tattoo nur für weibliche Tryker	
_67A7AFA22B77CB73	tr_hof_tatoo43	Tattoo 'Das Erwachen'	Tattoo 'Das Erwachen'	Tattoo 'Das Erwachen'	ein	das	Tattoos 'Das Erwachen'	Tattoos 'Das Erwachen'	ein	die	Tattoo nur für weibliche Tryker	
_6BE7D40F2A260F2B	tr_hof_tatoo44	Tattoo 'Marinetanz'	Tattoo 'Marinetanz'	Tattoo 'Marinetanz'	ein	das	Tattoos 'Marinetanz'	Tattoos 'Marinetanz'	ein	die	Tattoo nur für weibliche Tryker	
_6C0E8929A804BE6B	tr_hof_tatoo45	Tattoo 'Drüber gewunden'	Tattoo 'Drüber gewunden'	Tattoo 'Drüber gewunden'	ein	das	Tattoos 'Drüber gewunden'	Tattoos 'Drüber gewunden'	ein	die	Tattoo nur für weibliche Tryker	
_AAC8E8A6EE770F6F	tr_hof_tatoo46	Tattoo 'Gesprächig'	Tattoo 'Gesprächig'	Tattoo 'Gesprächig'	ein	das	Tattoos 'Gesprächig'	Tattoos 'Gesprächig'	ein	die	Tattoo nur für weibliche Tryker	
_AD97D816EBB68A72	tr_hof_tatoo47	Tattoo 'Gewundenes Rosa'	Tattoo 'Gewundenes Rosa'	Tattoo 'Gewundenes Rosa'	ein	das	Tattoos 'Gewundenes Rosa'	Tattoos 'Gewundenes Rosa'	ein	die	Tattoo nur für weibliche Tryker	
_A748ECBC28A56328	tr_hof_tatoo48	Tattoo 'Messab-Huf'	Tattoo 'Messab-Huf'	Tattoo 'Messab-Huf'	ein	das	Tattoos 'Messab-Huf'	Tattoos 'Messab-Huf'	ein	die	Tattoo nur für weibliche Tryker	
_E907FC9EAE55CB7E	tr_hof_tatoo49	Tattoo 'Nachwuchs'	Tattoo 'Nachwuchs'	Tattoo 'Nachwuchs'	ein	das	Tattoos 'Nachwuchs'	Tattoos 'Nachwuchs'	ein	die	Tattoo nur für weibliche Tryker	
_7E7F0E4A090E8195	tr_hof_tatoo5	Tattoo 'Denkflecken und Wangenpuder'	Tattoo 'Denkflecken und Wangenpuder'	Tattoo 'Denkflecken und Wangenpuder'	ein	das	Tattoos 'Denkflecken und Wangenpuder'	Tattoos 'Denkflecken und Wangenpuder'	ein	die	Tattoo nur für weibliche Tryker	
_EA28F0AF69B6F777	tr_hof_tatoo50	Tattoo 'Harpunen'	Tattoo 'Harpunen'	Tattoo 'Harpunen'	ein	das	Tattoos 'Harpunen'	Tattoos 'Harpunen'	ein	die	Tattoo nur für weibliche Tryker	
_6124B10BF146838A	tr_hof_tatoo51	Tattoo 'Zwillingsprakker'	Tattoo 'Zwillingsprakker'	Tattoo 'Zwillingsprakker'	ein	das	Tattoos 'Zwillingsprakker'	Tattoos 'Zwillingsprakker'	ein	die	Tattoo nur für weibliche Tryker	
_5637009DEF96A75E	tr_hof_tatoo52	Tattoo 'Segelfisch'	Tattoo 'Segelfisch'	Tattoo 'Segelfisch'	ein	das	Tattoos 'Segelfisch'	Tattoos 'Segelfisch'	ein	die	Tattoo nur für weibliche Tryker	
_2A4DC90BECE5B669	tr_hof_tatoo53	Tattoo 'Algenstengel'	Tattoo 'Algenstengel'	Tattoo 'Algenstengel'	ein	das	Tattoos 'Algenstengel'	Tattoos 'Algenstengel'	ein	die	Tattoo nur für weibliche Tryker	
_088E8113F085578C	tr_hof_tatoo54	Tattoo 'Blutige Rache'	Tattoo 'Blutige Rache'	Tattoo 'Blutige Rache'	ein	das	Tattoos 'Blutige Rache'	Tattoos 'Blutige Rache'	ein	die	Tattoo nur für weibliche Tryker	
_556881173096DF6B	tr_hof_tatoo55	Tattoo 'Blutstreifen'	Tattoo 'Blutstreifen'	Tattoo 'Blutstreifen'	ein	das	Tattoos 'Blutstreifen'	Tattoos 'Blutstreifen'	ein	die	Tattoo nur für weibliche Tryker	
_1778DCAC6DB5F35C	tr_hof_tatoo56	Tattoo 'Blutschlitz'	Tattoo 'Blutschlitz'	Tattoo 'Blutschlitz'	ein	das	Tattoos 'Blutschlitz'	Tattoos 'Blutschlitz'	ein	die	Tattoo nur für weibliche Tryker	
_2F9D950BB0A6B354	tr_hof_tatoo57	Tattoo 'Grünes Wissen'	Tattoo 'Grünes Wissen'	Tattoo 'Grünes Wissen'	ein	das	Tattoos 'Grünes Wissen'	Tattoos 'Grünes Wissen'	ein	die	Tattoo nur für weibliche Tryker	
_A5F76503ED339A85	tr_hof_tatoo58	Tattoo 'Madakam-Passgang'	Tattoo 'Madakam-Passgang'	Tattoo 'Madakam-Passgang'	ein	das	Tattoos 'Madakam-Passgang'	Tattoos 'Madakam-Passgang'	ein	die	Tattoo nur für weibliche Tryker	
_6C27EC09AD76232C	tr_hof_tatoo59	Tattoo 'Bolobi-Tanz'	Tattoo 'Bolobi-Tanz'	Tattoo 'Bolobi-Tanz'	ein	das	Tattoos 'Bolobi-Tanz'	Tattoos 'Bolobi-Tanz'	ein	die	Tattoo nur für weibliche Tryker	
_84BF45D2F278BC98	tr_hof_tatoo6	Tattoo 'Natürlicher Sonnenschwung'	Tattoo 'Natürlicher Sonnenschwung'	Tattoo 'Natürlicher Sonnenschwung'	ein	das	Tattoos 'Natürlicher Sonnenschwung'	Tattoos 'Natürlicher Sonnenschwung'	ein	die	Tattoo nur für weibliche Tryker	
_A67879202E057A8B	tr_hof_tatoo60	Tattoo 'Trooper-Wache'	Tattoo 'Trooper-Wache'	Tattoo 'Trooper-Wache'	ein	das	Tattoos 'Trooper-Wache'	Tattoos 'Trooper-Wache'	ein	die	Tattoo nur für weibliche Tryker	
_2A3D750B9B26E76F	tr_hof_tatoo61	Tattoo 'Strömendes Rosa'	Tattoo 'Strömendes Rosa'	Tattoo 'Strömendes Rosa'	ein	das	Tattoos 'Strömendes Rosa'	Tattoos 'Strömendes Rosa'	ein	die	Tattoo nur für weibliche Tryker	
_C040751EAD7376DF	tr_hof_tatoo62	Tattoo 'Clopper-Skelett'	Tattoo 'Clopper-Skelett'	Tattoo 'Clopper-Skelett'	ein	das	Tattoos 'Clopper-Skelett'	Tattoos 'Clopper-Skelett'	ein	die	Tattoo nur für weibliche Tryker	
_A75839076882A387	tr_hof_tatoo63	Tattoo 'Stechender Kopf'	Tattoo 'Stechender Kopf'	Tattoo 'Stechender Kopf'	ein	das	Tattoos 'Stechender Kopf'	Tattoos 'Stechender Kopf'	ein	die	Tattoo nur für weibliche Tryker	
_6B987CBFEB28A82E	tr_hof_tatoo7	Tattoo 'Rote Augenlinien'	Tattoo 'Rote Augenlinien'	Tattoo 'Rote Augenlinien'	ein	das	Tattoos 'Rote Augenlinien'	Tattoos 'Rote Augenlinien'	ein	die	Tattoo nur für weibliche Tryker	
_943F4234C6A041AA	tr_hof_tatoo8	Tattoo 'Denkflecken und Augenlinien'	Tattoo 'Denkflecken und Augenlinien'	Tattoo 'Denkflecken und Augenlinien'	ein	das	Tattoos 'Denkflecken und Augenlinien'	Tattoos 'Denkflecken und Augenlinien'	ein	die	Tattoo nur für weibliche Tryker	
_A69879196AA6BF80	tr_hof_tatoo9	Tattoo 'Verankerte Wache'	Tattoo 'Verankerte Wache'	Tattoo 'Verankerte Wache'	ein	das	Tattoos 'Verankerte Wache'	Tattoos 'Verankerte Wache'	ein	die	Tattoo nur für weibliche Tryker	
_29B8F08E59273C82	tr_hom_tatoo0	Tattoo-Entfernung	Tattoo-Entfernung	Tattoo-Entfernung	eine	die	Tattoo-Entfernungen	Tattoo-Entfernungen	eine	die	Tattoo-Entfernung nur für männliche Tryker	
