*HASH_VALUE	sphrase ID	name	* noms français	ia	da	p	pia	pda	description		
_22ED7132B3F61768	absf_thorn_wall_02	Muralla de Espinas 2		una	la	Thorn Walls 2		las	Crea una muralla de espinas a tu alrededor que retarda los ataques de cualquier enemigo en combate cuerpo a cuerpo.		
_22ED7532B3F61B68	absf_thorn_wall_03	Muralla de Espinas 3		una	la	Thorn Walls 2		las	Crea una muralla de espinas a tu alrededor que retarda los ataques de cualquier enemigo en combate cuerpo a cuerpo.		
_22ED7932B3F61F68	absf_thorn_wall_04	Muralla de Espinas 4		una	la	Thorn Walls 2		las	Crea una muralla de espinas a tu alrededor que retarda los ataques de cualquier enemigo en combate cuerpo a cuerpo.		
_22ED7D32B3F62368	absf_thorn_wall_05	Muralla de Espinas 5		una	la	Thorn Walls 2		las	Crea una muralla de espinas a tu alrededor que retarda los ataques de cualquier enemigo en combate cuerpo a cuerpo.		
_7EA924FD5D5C3850	absf_water_wall_02	Muralla de Agua 2		una	la	Water Walls 2		las	Crea una muralla de agua a tu alrededor que absorbe parte del daño causado por cualquier enemigo en el combate cuerpo a cuerpo.		
_7EA928FD5D5C3C50	absf_water_wall_03	Muralla de Agua 3		una	la	Water Walls 3		las	Crea una muralla de agua a tu alrededor que absorbe parte del daño causado por cualquier enemigo en el combate cuerpo a cuerpo.		
_7EA92CFD5D5C4050	absf_water_wall_04	Muralla de Agua 4		una	la	Water Walls 4		las	Crea una muralla de agua a tu alrededor que absorbe parte del daño causado por cualquier enemigo en el combate cuerpo a cuerpo.		
_7EA930FD5D5C4450	absf_water_wall_05	Muralla de Agua 5		una	la	Water Walls 5		las	Crea una muralla de agua a tu alrededor que absorbe parte del daño causado por cualquier enemigo en el combate cuerpo a cuerpo.		
_B993E0760F937380	absf_lightning_wall_02	Muralla de Relámpago 2		una	la	Lightning Walls 2		las	Crea una muralla de electricidad a tu alrededor que reduce el nivel de habilidad de ataque de cualquier enemigo en combate cuerpo a cuerpo.		
_B993E0760F937B80	absf_lightning_wall_03	Muralla de Relámpago 3		una	la	Lightning Walls 3		las	Crea una muralla de electricidad a tu alrededor que reduce el nivel de habilidad de ataque de cualquier enemigo en combate cuerpo a cuerpo.		
_B993E0760F938380	absf_lightning_wall_04	Muralla de Relámpago 4		una	la	Lightning Walls 4		las	Crea una muralla de electricidad a tu alrededor que reduce el nivel de habilidad de ataque de cualquier enemigo en combate cuerpo a cuerpo.		
_B993E0760F938B80	absf_lightning_wall_05	Muralla de Relámpago 5		una	la	Lightning Walls 5		las	Crea una muralla de electricidad a tu alrededor que reduce el nivel de habilidad de ataque de cualquier enemigo en combate cuerpo a cuerpo.		
_4FF3080ADD740419	abcfsea03	Plan de Fabricación de Defensa Ardiente		un	el				Plan de Fabricación de Defensa Ardiente.		
_116C38C1C1E093D0	abcmsea03	Plan de Fabricación de Defensa Viva		un	el				Plan de Fabricación de Defensa Viva.		
_D3EC64C1BF9193D0	abctsea03	Plan de Fabricación de Defensa Ondeante Viviente		un	el				Plan de Fabricación de Defensa Ondeante Viviente.		
_C0F639DF4A61E0ED	abczsea03	Plan de Fabricación de Defensa de Relámpago		un	el				Plan de Fabricación de Defensa de Relámpago.		
_EF45D605C7F78F56	abcmmea13	Plan de Fabricación de Pico Vivo		un	el				Plan de Fabricación de Pico Vivo.		
_DDFE14A495558ABA	abcmmea14	Plan de Fabricación de Espada Viviente		un	el				Plan de Fabricación de Espada Viviente.		
_B2636C4BEE676AFC	abcmrea08	Plan de Rifle Vivo Matis		un	el	Matis Living Rifle Plans		los	Plan de Fabricación de Rifles Vivos Matis.		
_06086F3D3B1E49DD	abczrea07	Plan de Rifle de Arco Eléctrico Zoraï		un	el	Zoraï Electric Bowrifle Plans		los	Plan de Fabricación de Rifles de Arco Eléctricos de Zoraï.		
_02F7CB2819FED55C	abczrea08	Plan de Lanzador Eléctrico Zoraï 		un	el	Zoraï Electric Launcher Plans		los	Plan de Fabricación para Lanzadores Eléctricos Zoraï.		
_68ED26F645A42CE4	abcmrea07	Plan de Pistola Viva Matis		un 	el	Matis Living Pistol Plans		los	Plan de Fabricación de Pistolas Vivas Matis.		
_6DC1F31CD715826D	abctrea08	Plan de Pistola de Arco Ondeante Tryker		un	el	Tryker Waving Bowpistol Plans		los	Plan de Fabricación de Pistolas de Arco Ondeantes Tryker.		
_429DD90A7C908FE7	abckarbca01	Construcción Karavan 1		un	la	Karavan Buildings 01		las	Te permite crear construcciones Karavan de calidad 10.		
_42ADDD0A7C9093E7	abckarbca02	Construcción Karavan 2		un	la	Karavan Buildings 02		las	Te permite crear construcciones Karavan de calidad 20.		
_42BDE10A7C9097E7	abckarbca03	Construcción Karavan 3		un	la	Karavan Buildings 03		las	Te permite crear construcciones Karavan de calidad 30.		
_42CDE50A7C909BE7	abckarbca04	Construcción Karavan 4		un	la	Karavan Buildings 04		las	Te permite crear construcciones Karavan de calidad 40.		
_42DDE90A7C909FE7	abckarbca05	Construcción Karavan 5		un	la	Karavan Buildings 05		las	Te permite crear construcciones Karavan de calidad 50.		
_42EDED0A7C90A3E7	abckarbca06	Construcción Karavan 6		un	la	Karavan Buildings 06		las	Te permite crear construcciones Karavan de calidad 60.		
_42FDF10A7C90A7E7	abckarbca07	Construcción Karavan 7		un	la	Karavan Buildings 07		las	Te permite crear construcciones Karavan de calidad 70.		
_420DF50A7C90ABE7	abckarbca08	Construcción Karavan 8		un	la	Karavan Buildings 08		las	Te permite crear construcciones Karavan de calidad 80.		
_421DF90A7C90AFE7	abckarbca09	Construcción Karavan 9		un	la	Karavan Buildings 09		las	Te permite crear construcciones Karavan de calidad 90.		
_428DD90B88908FE7	abckarbca10	Construcción Karavan 10		un	la	Karavan Buildings 10		las	Te permite crear construcciones Karavan de calidad 100.		
_429DDD0B88A08FE7	abckarbca11	Construcción Karavan 11		un	la	Karavan Buildings 11		las	Te permite crear construcciones Karavan de calidad 110.		
_42ADE10B88B08FE7	abckarbca12	Construcción Karavan 12		un	la	Karavan Buildings 12		las	Te permite crear construcciones Karavan de calidad 120.		
_42BDE50B88C08FE7	abckarbca13	Construcción Karavan 13		un	la	Karavan Buildings 13		las	Te permite crear construcciones Karavan de calidad 130.		
_42CDE90B88D08FE7	abckarbca14	Construcción Karavan 14		un	la	Karavan Buildings 14		las	Te permite crear construcciones Karavan de calidad 140.		
_42DDED0B88E08FE7	abckarbca15	Construcción Karavan 15		un	la	Karavan Buildings 15		las	Te permite crear construcciones Karavan de calidad 150.		
_42EDF10B88F08FE7	abckarbca16	Construcción Karavan 16		un	la	Karavan Buildings 16		las	Te permite crear construcciones Karavan de calidad 160.		
_42FDF50B88008FE7	abckarbca17	Construcción Karavan 17		un	la	Karavan Buildings 17		las	Te permite crear construcciones Karavan de calidad 170.		
_420DF90B88108FE7	abckarbca18	Construcción Karavan 18		un	la	Karavan Buildings 18		las	Te permite crear construcciones Karavan de calidad 180.		
_421DFD0B88208FE7	abckarbca19	Construcción Karavan 19		un	la	Karavan Buildings 19		las	Te permite crear construcciones Karavan de calidad 190.		
_428DDD0C889093E7	abckarbca20	Construcción Karavan 20		un	la	Karavan Buildings 20		las	Te permite crear construcciones Karavan de calidad 200.		
_429DE10C88A093E7	abckarbca21	Construcción Karavan 21		un	la	Karavan Buildings 21		las	Te permite crear construcciones Karavan de calidad 210.		
_42ADE50C88B093E7	abckarbca22	Construcción Karavan 22		un	la	Karavan Buildings 22		las	Te permite crear construcciones Karavan de calidad 220.		
_42BDE90C88C093E7	abckarbca23	Construcción Karavan 23		un	la	Karavan Buildings 23		las	Te permite crear construcciones Karavan de calidad 230.		
_42CDED0C88D093E7	abckarbca24	Construcción Karavan 24		un	la	Karavan Buildings 24		las	Te permite crear construcciones Karavan de calidad 240.		
_42DDF10C88E093E7	abckarbca25	Construcción Karavan 25		un	la	Karavan Buildings 25		las	Te permite  crear construcciones Karavan de calidad 250.		
_22B1FB6B539E3156	abckambca01	Construcción Kami 01		una	la	Kami Buildings 01		las	Te permite crear construcciones Kami de calidad 10.		
_22C1FB6B93AE3156	abckambca02	Construcción Kami 02		una	la	Kami Buildings 02		las	Te permite crear construcciones Kami de calidad 20.		
_22D1FB6BD3BE3156	abckambca03	Construcción Kami 03		una	la	Kami Buildings 03		las	Te permite crear construcciones Kami de calidad 30.		
_22E1FB6B14CE3156	abckambca04	Construcción Kami 04		una	la	Kami Buildings 04		las	Te permite crear construcciones Kami de calidad 40.		
_22F1FB6B54DE3156	abckambca05	Construcción Kami 05		una	la	Kami Buildings 05		las	Te permite crear construcciones Kami de calidad 50.		
_2201FB6B94EE3156	abckambca06	Construcción Kami 06		una	la	Kami Buildings 06		las	Te permite crear construcciones Kami de calidad 60.		
_2211FB6BD4FE3156	abckambca07	Construcción Kami 07		una	la	Kami Buildings 07		las	Te permite crear construcciones Kami de calidad 70.		
_2221FB6B150E3156	abckambca08	Construcción Kami 08		una	la	Kami Buildings 08		las	Te permite crear construcciones Kami de calidad 80.		
_2231FB6B551E3156	abckambca09	Construcción Kami 09		una	la	Kami Buildings 09		las	Te permite crear construcciones Kami de calidad 90.		
_22A1BF6B538E3556	abckambca10	Construcción Kami 10		una	la	Kami Buildings 10		las	Te permite crear construcciones Kami de calidad 100.		
_22B1BF6C539E3556	abckambca11	Construcción Kami 11		una	la	Kami Buildings 11		las	Te permite crear construcciones Kami de calidad 110.		
_22C1BF6D53AE3556	abckambca12	Construcción Kami 12		una	la	Kami Buildings 12		las	Te permite crear construcciones Kami de calidad 120.		
_22D1BF6E53BE3556	abckambca13	Construcción Kami 13		una	la	Kami Buildings 13		las	Te permite crear construcciones Kami de calidad 130.		
_22E1BF6F53CE3556	abckambca14	Construcción Kami 14		una	la	Kami Buildings 14		las	Te permite crear construcciones Kami de calidad 140.		
_22F1BF7053DE3556	abckambca15	Construcción Kami 15		una	la	Kami Buildings 15		las	Te permite crear construcciones Kami de calidad 150.		
_2201BF7153EE3556	abckambca16	Construcción Kami 16		una	la	Kami Buildings 15		las	Te permite crear construcciones Kami de calidad 160.		
_2211BF7253FE3556	abckambca17	Construcción Kami 17		una	la	Kami Buildings 15		las	Te permite crear construcciones Kami de calidad 170.		
_2221BF73530E3556	abckambca18	Construcción Kami 18		una	la	Kami Buildings 15		las	Te permite crear construcciones Kami de calidad 180.		
_2231BF74531E3556	abckambca19	Construcción Kami 19		una	la	Kami Buildings 15		las	Te permite crear construcciones Kami de calidad 190.		
_22A1C36B938E3956	abckambca20	Construcción Kami 20		una	la	Kami Buildings 15		las	Te permite crear construcciones Kami de calidad 200.		
_22B1C36C939E3956	abckambca21	Construcción Kami 21		una	la	Kami Buildings 15		las	Te permite crear construcciones Kami de calidad 210.		
_22C1C36D93AE3956	abckambca22	Construcción Kami 22		una	la	Kami Buildings 15		las	Te permite crear construcciones Kami de calidad 220.		
_22D1C36E93BE3956	abckambca23	Construcción Kami 23		una	la	Kami Buildings 15		las	Te permite crear construcciones Kami de calidad 230.		
_22E1C36F93CE3956	abckambca24	Construcción Kami 24		una	la	Kami Buildings 15		las	Te permite crear construcciones Kami de calidad 240.		
_22F1C37093DE3956	abckambca25	Construcción Kami 25		una	la	Kami Buildings 15		las	Te permite crear construcciones Kami de calidad 250.		
_C09F62F2686A62B6	abcfjea01_2	Plan de Tobillera de Mediana Calidad Fyros		un	el	Medium Quality Fyros Anklet Plans		los	Plan de Tobillera de Mediana Calidad Fyros.		
_25FF1629AA3F47F0	abcfjea02_2	Plan de Brazalete de Mediana Calidad Fyros		un	el	Medium Quality Fyros Bracelet Plans		los	Plan de Brazalete de Mediana Calidad Fyros.		
_5BF38A493A00A8B5	abcfjea03_2	Plan de Diadema de Mediana Calidad Fyros		un	el	Medium Quality Fyros Diadem Plans		los	Plan de Diadema de Mediana Calidad Fyros.		
_55389C277803A6E9	abcfjea04_2	Plan de Aretes de Mediana Calidad Fyros		un	el	Medium Quality Fyros Darling Plans		los	Plan de Aretes de Mediana Calidad Fyros.		
_8ABB33A2520C6A17	abcfjea05_2	Plan de Pendiente de Mediana Calidad Fyros		un	el	Medium Quality Fyros Pendant Plans		los	Plan de Pendiente de Mediana Calidad Fyros.		
_0EBEBA7BF8B8A8E0	abcfjea06_2	Plan de Anillo de Mediana Calidad Fyros		un	el	Medium Quality Fyros Ring Plans		los	Plan de Anillo de Mediana Calidad Fyros.		
_031E7EE66A689AB0	abcmjea01_2	Plan de Tobillera de Mediana Calidad Matis		un	el	Medium Quality Matis Anklet Plans		los	Plan de Tobillera de Mediana Calidad Matis.		
_A9FF1623AA7E0BDF	abcmjea02_2	Plan de Brazalete de Mediana Calidad Matis		un	el	Medium Quality Matis Bracelet Plans		los	Plan de Brazalete de Mediana Calidad Matis.		
_5AE2A6493AA09899	abcmjea03_2	Plan de Diadema de Mediana Calidad Matis		un	el	Medium Quality Matis Diadem Plans		los	Plan de Diadema de Mediana Calidad Matis.		
_D9389C2178426AD8	abcmjea04_2	Plan de Aretes de Mediana Calidad Matis		un	el	Medium Quality Matis Earring Plans		los	Plan de Aretes de Mediana Calidad Matis.		
_CBDBD39D540AA217	abcmjea05_2	Plan de Pendiene de Mediana Calidad Matis		un	el	Medium Quality Matis Pendant Plans		los	Plan de Pendiente de Mediana Calidad Matis.		
_513DD675F85764E1	abcmjea06_2	Plan de Anillo de Mediana Calidad Matis		un	el	Medium Quality Matis Ring Plans		los	Plan de Anillo de Mediana Calidad Matis.		
_A0B9EC2BFB2D893E	abctjea01_2	Plan de Tobillera de Mediana Calidad Tryker		un	el	Medium Quality Tryker Anklet Plans		los	Plan de Tobillera de Mediana Calidad Tryker.		
_E2ACAF8626A78E89	abctjea02_2	Plan de Brazalete Mediana Calidad Tryker		un	el	Medium Quality Tryker Bracelet Plans		los	Plan de Brazalete de Mediana Calidad Tryker.		
_EB1DC5A388763B69	abctjea03_2	Plan de Diadema de Mediana Calidad Tryker		un	el	Medium Quality Tryker Diadem Plans		los	Plan de Diadema de Mediana Calidad Tryker.		
_CD5C7CD878C51548	abctjea04_2	Plan de Aretes de Mediana Calidad Tryker		un	el	Medium Quality Tryker Earring Plans		los	Plan de Aretes de Mediana Calidad Tryker.		
_D400FCDBAE8263A2	abctjea05_2	Plan de Pendiente de Mediana Calidad 		un	el	Medium Quality Tryker Pendant Plans		los	Plan de Pendiente de Mediana Calidad Tryker.		
_45C2F7E1F4CDE943	abctjea06_2	Plan de Anillo de Mediana Calidad Tryker		un	el	Medium Quality Tryker Ring Plans		los	Plan de Anillo de Mediana Calidad Tryker.		
_C5FE96D66828F4A8	abczjea01_2	Plan de Tobillera de Mediana Calidad Zoraï		un	el	Medium Quality Zoraï Anklet Plans		los	Plan de Tobillera de Mediana Calidad Zoraï.		
_2FFF089746BE6FFA	abczjea02_2	Plan de Brazalete de Mediana Calidad Zoraï 		un	el	Medium Quality Zoraï Bracelet Plans		los	Plan de Brazalete de Mediana Calidad Zoraï.		
_E293DA4959E7629D	abczjea03_2	Plan de Diadema de Mediana Calidad Zoraï		un	el	Medium Quality Zoraï Diadem Plans		los	Plan de Diadema de Mediana Calidad Zoraï.		
_5F388E951482CEF3	abczjea04_2	Plan de Aretes de Mediana Calidad Zoraï 		un	el	Medium Quality Zoraï Earring Plans		los	Plan de Aretes de Mediana Calidad Zoraï.		
_0CBBEF9A52CA0A93	abczjea05_2	Plan de Pendiente de Mediana Calidad Zoraï 		un	el	Medium Quality Zoraï Pendant Plans		los	Plan de Pendiente de Mediana Calidad Zoraï.		
_131DFCE97517C2E6	abczjea06_2	Plan de Anillo de Mediana Calidad Zoraï		un	el	Medium Quality Zoraï Ring Plans		los	Plan e Anillo de Mediana Calidad Zoraï.		
_AF91F46F2C021D4A	abcfjea01_3	Plan de Tobillera de Alta Calidad Fyros		un	el	High Quality Fyros Anklet Plans		los	Plan de Tobillera de Alta Calidad Fyros.		
_DC9A763873D38ECE	abcfjea02_3	Plan de Brazalete de Alta Calidad Fyros 		un	el	High Quality Fyros Bracelet Plans		los	Plan de Brazalete de Alta Calidad Fyros.		
_FE7B7719156C8495	abcfjea03_3	Plan de Diadema de Alta Calidad Fyros		un	el	High Quality Fyros Diadem Plans		los	Plan de Diadema de Alta Calidad Fyros.		
_57BFF4ED390DD1FA	abcfjea04_3	Plan de Aretes de Alta Calidad Fyros		un	el	High Quality Fyros Earring Plans		los	Plan de Aretes de Alta Calidad Fyros.		
_5BA2D6D22A26DD87	abcfjea05_3	Plan de Pendiente de Alta Calidad Fyros		un	el	High Quality Fyros Pendant Plans		los	Plan de Pendiente de Alta Calidad.		
_CA05C32323D1D1F2	abcfjea06_3	Plan de Anillo de Alta Calidad Fyros		un	el	High Quality Fyros Ring Plans		los	Plan de Anillo de Alta Calidad Fyros.		
_3391F4632EA05D32	abcmjea01_3	Plan de Tobillera de Alta Calidad Matis		un	el	High Quality Matis Anklet Plans		los	Plan de Tobillera de Alta Calidad Matis.		
_A098AE38F2F32EC9	abcmjea02_3	Plan de Brazalete de Alta Calidad Matis		un	el	High Quality Matis Bracelet Plans		los	Plan de Brazalete de Alta Calidad Matis.		
