*HASH_VALUE	sbrick ID	name	named	* noms français	ia	da	p	pd	pia	pda	description	description2	
_3AB04F1E2EC7B8B0	BPPL21	Willens-Erhöhung 21	Willens-Erhöhung 21		eine	die	Willens-Erhöhungen 21	Willens-Erhöhungen 21		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7C0B0	BPPL22	Willens-Erhöhung 22	Willens-Erhöhung 22		eine	die	Willens-Erhöhungen 22	Willens-Erhöhungen 22		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7C8B0	BPPL23	Willens-Erhöhung 23	Willens-Erhöhung 23		eine	die	Willens-Erhöhungen 23	Willens-Erhöhungen 23		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7D0B0	BPPL24	Willens-Erhöhung 24	Willens-Erhöhung 24		eine	die	Willens-Erhöhungen 24	Willens-Erhöhungen 24		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7D8B0	BPPL25	Willens-Erhöhung 25	Willens-Erhöhung 25		eine	die	Willens-Erhöhungen 25	Willens-Erhöhungen 25		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7E0B0	BPPL26	Willens-Erhöhung 26	Willens-Erhöhung 26		eine	die	Willens-Erhöhungen 26	Willens-Erhöhungen 26		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7E8B0	BPPL27	Willens-Erhöhung 27	Willens-Erhöhung 27		eine	die	Willens-Erhöhungen 27	Willens-Erhöhungen 27		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7F0B0	BPPL28	Willens-Erhöhung 28	Willens-Erhöhung 28		eine	die	Willens-Erhöhungen 28	Willens-Erhöhungen 28		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7F8B0	BPPL29	Willens-Erhöhung 29	Willens-Erhöhung 29		eine	die	Willens-Erhöhungen 29	Willens-Erhöhungen 29		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7B0B2	BPPL30	Willens-Erhöhung 30	Willens-Erhöhung 30		eine	die	Willens-Erhöhungen 30	Willens-Erhöhungen 30		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7B8B2	BPPL31	Willens-Erhöhung 31	Willens-Erhöhung 31		eine	die	Willens-Erhöhungen 31	Willens-Erhöhungen 31		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7C0B2	BPPL32	Willens-Erhöhung 32	Willens-Erhöhung 32		eine	die	Willens-Erhöhungen 32	Willens-Erhöhungen 32		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7C8B2	BPPL33	Willens-Erhöhung 33	Willens-Erhöhung 33		eine	die	Willens-Erhöhungen 33	Willens-Erhöhungen 33		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7D0B2	BPPL34	Willens-Erhöhung 34	Willens-Erhöhung 34		eine	die	Willens-Erhöhungen 34	Willens-Erhöhungen 34		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7D8B2	BPPL35	Willens-Erhöhung 35	Willens-Erhöhung 35		eine	die	Willens-Erhöhungen 35	Willens-Erhöhungen 35		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7E0B2	BPPL36	Willens-Erhöhung 36	Willens-Erhöhung 36		eine	die	Willens-Erhöhungen 36	Willens-Erhöhungen 36		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7E8B2	BPPL37	Willens-Erhöhung 37	Willens-Erhöhung 37		eine	die	Willens-Erhöhungen 37	Willens-Erhöhungen 37		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7F0B2	BPPL38	Willens-Erhöhung 38	Willens-Erhöhung 38		eine	die	Willens-Erhöhungen 38	Willens-Erhöhungen 38		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7F8B2	BPPL39	Willens-Erhöhung 39	Willens-Erhöhung 39		eine	die	Willens-Erhöhungen 39	Willens-Erhöhungen 39		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7B0B4	BPPL40	Willens-Erhöhung 40	Willens-Erhöhung 40		eine	die	Willens-Erhöhungen 40	Willens-Erhöhungen 40		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7B8B4	BPPL41	Willens-Erhöhung 41	Willens-Erhöhung 41		eine	die	Willens-Erhöhungen 41	Willens-Erhöhungen 41		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7C0B4	BPPL42	Willens-Erhöhung 42	Willens-Erhöhung 42		eine	die	Willens-Erhöhungen 42	Willens-Erhöhungen 42		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7C8B4	BPPL43	Willens-Erhöhung 43	Willens-Erhöhung 43		eine	die	Willens-Erhöhungen 43	Willens-Erhöhungen 43		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7D0B4	BPPL44	Willens-Erhöhung 44	Willens-Erhöhung 44		eine	die	Willens-Erhöhungen 44	Willens-Erhöhungen 44		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7D8B4	BPPL45	Willens-Erhöhung 45	Willens-Erhöhung 45		eine	die	Willens-Erhöhungen 45	Willens-Erhöhungen 45		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7E0B4	BPPL46	Willens-Erhöhung 46	Willens-Erhöhung 46		eine	die	Willens-Erhöhungen 46	Willens-Erhöhungen 46		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7E8B4	BPPL47	Willens-Erhöhung 47	Willens-Erhöhung 47		eine	die	Willens-Erhöhungen 47	Willens-Erhöhungen 47		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7F0B4	BPPL48	Willens-Erhöhung 48	Willens-Erhöhung 48		eine	die	Willens-Erhöhungen 48	Willens-Erhöhungen 48		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7F8B4	BPPL49	Willens-Erhöhung 49	Willens-Erhöhung 49		eine	die	Willens-Erhöhungen 49	Willens-Erhöhungen 49		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7B0B6	BPPL50	Willens-Erhöhung 50	Willens-Erhöhung 50		eine	die	Willens-Erhöhungen 50	Willens-Erhöhungen 50		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_6CBBE4F09014325F	BPBCA01	Handwerkslebensdauer-Bonus 1	Handwerkslebensdauer-Bonus 1		ein	der	Handwerkslebensdauer-Boni 1	Handwerkslebensdauer-Boni 1		die	Dieser anhaltende Bonus steigert die Lebensdauer der erschaffenen Gegenstände. 		
_6CBBE8F090243260	BPBCA02	Handwerkslebensdauer-Bonus 2	Handwerkslebensdauer-Bonus 2		ein	der	Handwerkslebensdauer-Boni 2	Handwerkslebensdauer-Boni 2		die	Dieser anhaltende Bonus steigert die Lebensdauer der erschaffenen Gegenstände. 		
_6CBBECF090343261	BPBCA03	Handwerkslebensdauer-Bonus 3	Handwerkslebensdauer-Bonus 3		ein	der	Handwerkslebensdauer-Boni 3	Handwerkslebensdauer-Boni 3		die	Dieser anhaltende Bonus steigert die Lebensdauer der erschaffenen Gegenstände. 		
_6CBBF0F090443262	BPBCA04	Handwerkslebensdauer-Bonus 4	Handwerkslebensdauer-Bonus 4		ein	der	Handwerkslebensdauer-Boni 4	Handwerkslebensdauer-Boni 4		die	Dieser anhaltende Bonus steigert die Lebensdauer der erschaffenen Gegenstände. 		
_6CBBF4F090543263	BPBCA05	Handwerkslebensdauer-Bonus 5	Handwerkslebensdauer-Bonus 5		ein	der	Handwerkslebensdauer-Boni 5	Handwerkslebensdauer-Boni 5		die	Dieser anhaltende Bonus steigert die Lebensdauer der erschaffenen Gegenstände. 		
_15AB1A79F7BF6D36	BPBHFEA01	Erntezeit-Verlängerung 1	Erntezeit-Verlängerung 1		ein	der	Erntezeit-Verlängerungen 1	Erntezeit-Verlängerungen 1		die	Dieser anhaltende Bonus erhöht die Zeitdauer, in welcher Rohstoff-Quellen erntbar bleiben		
_15AB1A7A37BF6D36	BPBHFEA02	Erntezeit-Verlängerung 2	Erntezeit-Verlängerung 2		ein	der	Erntezeit-Verlängerungen 2	Erntezeit-Verlängerungen 2		die	Dieser anhaltende Bonus erhöht die Zeitdauer, in welcher Rohstoff-Quellen erntbar bleiben		
_15AB1A7B77BF6D36	BPBHFEA03	Erntezeit-Verlängerung 3	Erntezeit-Verlängerung 3		ein	der	Erntezeit-Verlängerungen 3	Erntezeit-Verlängerungen 3		die	Dieser anhaltende Bonus erhöht die Zeitdauer, in welcher Rohstoff-Quellen erntbar bleiben		
_15AB1A7CB8BF6D36	BPBHFEA04	Erntezeit-Verlängerung 4	Erntezeit-Verlängerung 4		ein	der	Erntezeit-Verlängerungen 4	Erntezeit-Verlängerungen 4		die	Dieser anhaltende Bonus erhöht die Zeitdauer, in welcher Rohstoff-Quellen erntbar bleiben		
_15AB1A7DF8BF6D36	BPBHFEA05	Erntezeit-Verlängerung 5	Erntezeit-Verlängerung 5		ein	der	Erntezeit-Verlängerungen 5	Erntezeit-Verlängerungen 5		die	Dieser anhaltende Bonus erhöht die Zeitdauer, in welcher Rohstoff-Quellen erntbar bleiben		
_25BA83B0372A1372	BPBGLA01	Bonus auf Kartenmarkierungs-Anzahl 1	Bonus auf Kartenmarkierungs-Anzahl 1		eine	die	Boni auf Kartenmarkierungs-Anzahl 1	Boni auf Kartenmarkierungs-Anzahl 1		die	Dieser anhaltende Bonus erhöht die Maximalanzahl der Markierungen für jede einzelne Landkarte		
_25CA83B0772A1372	BPBGLA02	Bonus auf Kartenmarkierungs-Anzahl 2	Bonus auf Kartenmarkierungs-Anzahl 2		eine	die	Boni auf Kartenmarkierungs-Anzahl 2	Boni auf Kartenmarkierungs-Anzahl 2		die	Dieser anhaltende Bonus erhöht die Maximalanzahl der Markierungen für jede einzelne Landkarte		
_25DA83B0B72A1372	BPBGLA03	Bonus auf Kartenmarkierungs-Anzahl 3	Bonus auf Kartenmarkierungs-Anzahl 3		eine	die	Boni auf Kartenmarkierungs-Anzahl 3	Boni auf Kartenmarkierungs-Anzahl 3		die	Dieser anhaltende Bonus erhöht die Maximalanzahl der Markierungen für jede einzelne Landkarte		
_25EA83B0F82A1372	BPBGLA04	Bonus auf Kartenmarkierungs-Anzahl 4	Bonus auf Kartenmarkierungs-Anzahl 4		eine	die	Boni auf Kartenmarkierungs-Anzahl 4	Boni auf Kartenmarkierungs-Anzahl 4		die	Dieser anhaltende Bonus erhöht die Maximalanzahl der Markierungen für jede einzelne Landkarte		
_25FA83B0382A1372	BPBGLA05	Bonus auf Kartenmarkierungs-Anzahl 5	Bonus auf Kartenmarkierungs-Anzahl 5		eine	die	Boni auf Kartenmarkierungs-Anzahl 5	Boni auf Kartenmarkierungs-Anzahl 5		die	Dieser anhaltende Bonus erhöht die Maximalanzahl der Markierungen für jede einzelne Landkarte		
_167C0AD7ACBE2015	bmov00065	Vampirismus 8	Vampirismus 8		ein	der	Vampirismuszauber 8	Vampirismuszauber 8		der	Ermöglicht es, dem Gegner bis zu $MA_VAMPIRISE HP zu stehlen. Diese Option muss mit einem offensiven Schadenszauber kombiniert werden	Vampirismus-Effekt 8, stiehlt bis zu $MA_VAMPIRISE Lebenskraft	
_567C0ED22DBE2015	bmov00080	Vampirismus 9	Vampirismus 9		ein	der	Vampirismuszauber 9	Vampirismuszauber 9		der	Ermöglicht es, dem Gegner bis zu $MA_VAMPIRISE Lebenskraft zu stehlen. Diese Option muss mit einem offensiven Schadenszauber kombiniert werden	Vampirismus-Effekt 9, stiehlt bis zu $MA_VAMPIRISE Lebenskraft	
_967C12D22BCE2015	bmov00100	Vampirismus 10	Vampirismus 10		ein	der	Vampirismuszauber 10	Vampirismuszauber 10		der	Ermöglicht es, dem Gegner bis zu $MA_VAMPIRISE Lebenskraft zu stehlen. Diese Option muss mit einem offensiven Schadenszauber kombiniert werden	Vampirismus-Effekt 10, stiehlt bis zu $MA_VAMPIRISE Lebenskraft	
_D77C16D2ABCE2015	bmov00120	Vampirismus 11	Vampirismus 11		ein	der	Vampirismuszauber 11	Vampirismuszauber 11		der	Ermöglicht es, dem Gegner bis zu $MA_VAMPIRISE Lebenskraft zu stehlen. Diese Option muss mit einem offensiven Schadenszauber kombiniert werden	Vampirismus-Effekt 12, stiehlt bis zu $MA_VAMPIRISE Lebenskraft	
_177C1AD22CCE2015	bmov00140	Vampirismus 12	Vampirismus 12		ein	der	Vampirismuszauber 12	Vampirismuszauber 12		der	Ermöglicht es, dem Gegner bis zu $MA_VAMPIRISE Lebenskraft zu stehlen. Diese Option muss mit einem offensiven Schadenszauber kombiniert werden	Vampirismus-Effekt 13, stiehlt bis zu $MA_VAMPIRISE Lebenskraft	
_577C0AD2ACCE2015	bmov00160	Vampirismus 13	Vampirismus 13		ein	der	Vampirismuszauber 13	Vampirismuszauber 13		der	Ermöglicht es, dem Gegner bis zu $MA_VAMPIRISE Lebenskraft zu stehlen. Diese Option muss mit einem offensiven Schadenszauber kombiniert werden	Vampirismus-Effekt 14, stiehlt bis zu $MA_VAMPIRISE Lebenskraft	
_977C0ED22DCE2015	bmov00180	Vampirismus 14	Vampirismus 14		ein	der	Vampirismuszauber 14	Vampirismuszauber 14		der	Ermöglicht es, dem Gegner bis zu $MA_VAMPIRISE Lebenskraft zu stehlen. Diese Option muss mit einem offensiven Schadenszauber kombiniert werden	Vampirismus-Effekt 15, stiehlt bis zu $MA_VAMPIRISE Lebenskraft	
_D87C12D22BDE2015	bmov00200	Vampirismus 15	Vampirismus 15		ein	der	Vampirismuszauber 15	Vampirismuszauber 15		der	Ermöglicht es, dem Gegner bis zu $MA_VAMPIRISE Lebenskraft zu stehlen. Diese Option muss mit einem offensiven Schadenszauber kombiniert werden	Vampirismus-Effekt 15, stiehlt bis zu $MA_VAMPIRISE Lebenskraft	
_187C16D7ABDE2015	bmov00225	Vampirismus 16	Vampirismus 16		ein	der	Vampirismuszauber 16	Vampirismuszauber 16		der	Ermöglicht es, dem Gegner bis zu $MA_VAMPIRISE Lebenskraft zu stehlen. Diese Option muss mit einem offensiven Schadenszauber kombiniert werden	Vampirismus-Effekt 16, stiehlt bis zu $MA_VAMPIRISE Lebenskraft	
_1F940A2C0E654D2C	bmov00250	Vampirismus 17	Vampirismus 17		ein	der	Vampirismuszauber 17	Vampirismuszauber 17		der	Ermöglicht es, dem Gegner bis zu $MA_VAMPIRISE Lebenskraft zu stehlen. Diese Option muss mit einem offensiven Schadenszauber kombiniert werden	Vampirismus-Effekt 17, stiehlt bis zu $MA_VAMPIRISE Lebenskraft	
_662728246374849A	mezz	Schlaf	Schlaf		ein	der	Schlafzauber	Schlafzauber		die	Du schläfst jetzt		
_AE1AD495A82BE034	stun	Betäubung	Betäubung		eine	die	Betäubungen	Betäubungen		die	Du bist jetzt betäubt		
_CF95FE22A0E61AC0	root	Verwurzelung	Verwurzelung		eine	die	Verwurzelungen	Verwurzelungen		die	Du bist jetzt verwurzelt und kannst dich nicht bewegen		
_9240DA5851B55ED5	fear	Angst	Angst		eine	die	Angstzauber	Angstzauber		die	Du fürchtest dich jetzt, sodass du nicht agieren kannst		
_278E59FE18D70C87	blind	Blenden	Blenden		ein	das	Blendungszauber	Blendungszauber		die	Du bist jetzt geblendet		
_1654E17FA005DE0F	snare	Fesseln	Fesseln		ein	das	Fesselungszauber	Fesselungszauber		die	Du bist jetzt gefesselt, deine Bewegung ist verlangsamt		
_65D57D408C6EF768	slow	Lähmung	Lähmung		eine	die	Lähmungszauber	Lähmungszauber		die	Deine Angriffs- und Zaubergeschwindigkeit sind jetzt gelähmt		
_2773C2B3982AC3FF	stench	Gestank	Gestank		ein	der	Gestank	Gestank		die	Ein übler Gestank umgibt dich jetzt		
_EA9EC30FF045C1B4	rot	Verrottungsschaden	Verrottungsschaden		ein	der	Verrottungsschäden	Verrottungsschäden		die	Du erleidest jetzt Verrottungsschaden über Zeit		
_C7F206AFA1DC0BD1	cold	Kälteschaden	Kälteschaden		ein	der	Kälteschäden	Kälteschäden		die	Du erleidest jetzt Kälteschaden über Zeit		
_49F3FAB2E14D0BCF	fire	Feuerschaden	Feuerschaden		ein	der	Feuerschäden	Feuerschäden		die	Du erleidest jetzt Feuerschaden über Zeit		
_7DF94EAD739408C6	electric	Elektroschaden	Elektroschaden		ein	der	Elektroschäden	Elektroschäden		die	Du erleidest jetzt elektrischen Schaden über Zeit.		
_D27853B67A8CB3F0	acid	Säureschaden	Säureschaden		ein	der	Säureschäden	Säureschäden		die	Du erleidest jetzt Säureschaden über Zeit		
_2AE9D0D7779D432A	poison	Giftschaden	Giftschaden		ein	der	Giftschäden	Giftschäden		die	Du erleidest jetzt Giftschaden über Zeit		
_312EAAFC6F1BFD1F	shockwave	Schockwellenschaden	Schockwellenschaden		ein	der	Schockwellenschäden	Schockwellenschäden		die	Du erleidest jetzt Schockwellenschaden über Zeit		
_69663EE2CA534E67	shielding	Schutzschild	Schutzschild		eine	die	Schutzschilde	Schutzschilde		die	Du wirst jetzt geschützt und verlierst weniger Lebenskraft durch Angriffe, wenn du in der Nähe deines Leibwächters bleibst		
_2E3CEE8410F7DF84	life_aura	Lebens-Aura	Lebens-Aura		eine	die	Lebens-Auren	Lebens-Auren		die	Deine Lebenskraft regeneriert durch eine Aura jetzt schneller		
_50F2683492734BFC	stamina_aura	Ausdauer-Aura	Ausdauer-Aura		eine	die	Ausdauer-Auren	Ausdauer-Auren		die	Deine Ausdauer regeneriert durch eine Aura jetzt schneller		
_4A5743BBEE170CE4	sap_aura	Sap-Aura	Sap-Aura		eine	die	Sap-Auren	Sap-Auren		die	Dein Sap regeneriert durch eine Aura jetzt schneller		
_E1A4CFFB8D51C39F	umbrella_aura	Fernkampf-Aura	Fernkampf-Aura		eine	die	Fernkampf-Auren	Fernkampf-Auren		die	Du bist jetzt durch eine Aura vor Fernangriffen geschützt		
_7749785EED771811	melee_protection_aura	Nahkampf-Aura	Nahkampf-Aura		eine	die	Nahkampf-Auren	Nahkampf-Auren		die	Du bist jetzt durch eine Aura vor Angriffen mit Nahkampfwaffen geschützt		
_2CFC420675988734	anti_magic_shield_aura	Magie-Schildaura	Magie-Schildaura		eine	die	Magie-Schildauren	Magie-Schildauren		die	Du bist jetzt durch eine Aura vor magischen Attacken geschützt		
_D60175A38B52B2A0	invulnerability	Unverwundbarkeit	Unverwundbarkeit		eine	die	Unverwundbarkeiten	Unverwundbarkeiten		die	Du bist jetzt unverwundbar, kannst aber dadurch jetzt keine Aktion verwenden		
_23EDE274DBDD985B	war_cry_aura	Kriegsruf-Aura	Kriegsruf-Aura		eine	die	Kriegsruf-Auren	Kriegsruf-Auren		die	Dein Nahkampfschaden bekommt jetzt einen Bonus		
_92C01BB4C291D06D	speeding_up	Sprint	Sprint		ein	der	Sprints	Sprints		die	Deine Lauf-Geschwindigkeit wird jetzt erhöht		
_4020CBAEF698677D	berserk	Wutausbruch	Wutausbruch		ein	der	Wutausbrüche	Wutausbrüche		die	Dein Nahkampfschaden bekommt jetzt einen Bonus		
_56C05762CB2297D0	debuff_dodge	Ausweichverfluchung	Ausweichverfluchung		eine	die	Ausweichverfluchungen	Ausweichverfluchungen		die	Deine Ausweich-Fähigkeit ist jetzt verflucht		
_0484843E553B70F6	debuff_combat_skills	Kampfverfluchung	Kampfverfluchung		eine	die	Kampfverfluchungen	Kampfverfluchungen		die	Deine Kampffertigkeiten sind jetzt verflucht		
_969A38065CCBC8A1	shoot_again	Kostenloses Feuer	Kostenlose Feuer		ein	das	Kostenlose Feuer	Kostenlosen Feuer		die	Dein nächster Zauber wird jetzt in kürzester Zeit ausgelöst, egal welcher Zeit-Ausgleich für die Aktion gewählt wurden		
_AC4C5354A782FB81	bcfmea15	Handwerksplan für Fyros-Magieverstärker	Handwerksplan für Fyros-Magieverstärker		ein	der	Handwerkspläne für Fyros-Magieverstärker	Handwerkspläne für Fyros-Magieverstärker		die	Handwerksplan für Basis-Fyros-Magieverstärker Talus		
_A972CA61319311F0	bcfmea15_2	Handwerksplan für mittelqualitative Fyros-Magieverstärker	Handwerksplan für mittelqualitative Fyros-Magieverstärker		ein	der	Handwerkspläne für mittelqualitative Fyros-Magieverstärker	Handwerkspläne für mittelqualitative Fyros-Magieverstärker		die	Handwerksplan für einen mittelqualitativen Fyros-Magieverstärker Talusus		
_1AB66C34EF2F2D40	bcfmea15_3	Handwerksplan für hochqualitative Fyros-Magieverstärker	Handwerksplan für hochqualitative Fyros-Magieverstärker		ein	der	Handwerkspläne für hochqualitative Fyros-Magieverstärker	Handwerkspläne für hochqualitative Fyros-Magieverstärker		die	Handwerksplan für einen hochqualitativen Fyros-Magieverstärker Talusyx		
_2B7CFB436982FB81	bcmmea15	Handwerksplan für Matis-Magieverstärker	Handwerksplan für Matis-Magieverstärker		ein	der	Handwerkspläne für Matis-Magieverstärker	Handwerkspläne für Matis-Magieverstärker		die	Handwerksplan für einen Matis-Magieverstärker Battoni		
_2A01EE49F39311EA	bcmmea15_2	Handwerksplan für mittelqualitative Matis-Magieverstärker	Handwerksplan für mittelqualitative Matis-Magieverstärker		ein	der	Handwerkspläne für mittelqualitative Matis-Magieverstärker	Handwerkspläne für mittelqualitative Matis-Magieverstärker		die	Handwerksplan für einen mittelqualitativen Matis-Magieverstärker Modi Battoni		
_8FA8098252D8158B	bcmmea15_3	Handwerksplan für hochqualitative Matis-Magieverstärker	Handwerksplan für hochqualitative Matis-Magieverstärker		ein	der	Handwerkspläne für hochqualitative Matis-Magieverstärker	Handwerkspläne für hochqualitative Matis-Magieverstärker		die	Handwerksplan für einen hochqualitativen Matis-Magieverstärker Kara Battoni		
_E3650F283439F69A	bctmea15	Handwerksplan für Tryker-Magieverstärker	Handwerksplan für Tryker-Magieverstärker		ein	der	Handwerkspläne für Tryker-Magieverstärker	Handwerkspläne für Tryker-Magieverstärker		die	Handwerksplan für einen Tryker-Magieverstärker Brok		
_46FC76BABBFD99A1	bctmea15_2	Handwerksplan für mittelqualitative Tryker-Magieverstärker	Handwerksplan für mittelqualitative Tryker-Magieverstärker		ein	der	Handwerkspläne für mittelqualitative Tryker-Magieverstärker	Handwerkspläne für mittelqualitative Tryker-Magieverstärker		die	Handwerksplan für einen mittelqualitativen Tryker-Magieverstärker Lor-Brok		
_D2ADDD98CAA3147B	bctmea15_3	Handwerksplan für hochqualitative Tryker-Magieverstärker	Handwerksplan für hochqualitative Tryker-Magieverstärker		ein	der	Handwerkspläne für hochqualitative Tryker-Magieverstärker	Handwerkspläne für hochqualitative Tryker-Magieverstärker		die	Handwerksplan für einen hochqualitativen Tryker-Magieverstärker Ry-Brok		
_48AD2B5EAC82FBFD	bczmea15	Handwerksplan für Zoraï-Magieverstärker	Handwerksplan für Zoraï-Magieverstärker		ein	der	Handwerkspläne für Zoraï-Magieverstärker	Handwerkspläne für Zoraï-Magieverstärker		die	Handwerksplan für einen Zoraï-Magieverstärker Shopan		
