*HASH_VALUE	sphrase ID	name	named	* noms français	ia	da	p	pd	pia	pda	description
_A3DB5A8D0818A7D1	abctaea11_3	Handwerksplan hochqualitative leichte Tryker-Weste	Handwerksplan hochqualitative leichte Tryker-Weste		ein	der	Handwerkspläne hochqualitative leichte Tryker-Weste	Handwerkspläne hochqualitative leichte Tryker-Weste		die	Handwerksplan für hochqualitative leichte Tryker-Weste Ry-Tissan 
_9ADAF5F0041AAA4E	abctaea12_3	Handwerksplan hochqualitative mittelschwere Tryker-Stiefel	Handwerksplan hochqualitative mittelschwere Tryker-Stiefel		ein	der	Handwerkspläne hochqualitative mittelschwere Tryker-Stiefel	Handwerkspläne hochqualitative mittelschwere Tryker-Stiefel		die	Handwerksplan für hochqualitative mittelschwere Tryker-Stiefel Ry-Fabren
_B92A8A0BABDAB27B	abctaea13_3	Handwerksplan hochqualitative mittelschwere Tryker-Handschuhe	Handwerksplan hochqualitative mittelschwere Tryker-Handschuhe		ein	der	Handwerkspläne hochqualitative mittelschwere Tryker-Handschuhe	Handwerkspläne hochqualitative mittelschwere Tryker-Handschuhe		die	Handwerksplan für hochqualitative mittelschwere Tryker-Handschuhe Ry-Fabren
_5AFA29E4881AAA4E	abctaea14_3	Handwerksplan hochqualitative mittelschwere Tryker-Hose	Handwerksplan hochqualitative mittelschwere Tryker-Hose		ein	der	Handwerkspläne hochqualitative mittelschwere Tryker-Hose	Handwerkspläne hochqualitative mittelschwere Tryker-Hose		die	Handwerksplan für hochqualitative mittelschwere Tryker-Hose Ry-Fabren
_7D1EA4980DCE37F0	abctaea15_3	Handwerksplan hochqualitative mittelschwere Tryker-Armschützer	Handwerksplan hochqualitative mittelschwere Tryker-Armschützer		ein	der	Handwerkspläne hochqualitative mittelschwere Tryker-Armschützer	Handwerkspläne hochqualitative mittelschwere Tryker-Armschützer		die	Handwerksplan für hochqualitative mittelschwere Tryker-Armschützer Ry-Fabren
_50C22599C1B9029B	abctaea16_3	Handwerksplan hochqualitative mittelschwere Tryker-Weste	Handwerksplan hochqualitative mittelschwere Tryker-Weste		ein	der	Handwerkspläne hochqualitative mittelschwere Tryker-Weste	Handwerkspläne hochqualitative mittelschwere Tryker-Weste		die	Handwerksplan für hochqualitative mittelschwere Tryker-Weste Ry-Fabren
_3C4660141A0E1FC1	abczaea17_3	Handwerksplan hochqualitative Zoraï Magier-Stiefel	Handwerksplan hochqualitative Zoraï Magier-Stiefel		ein	der	Handwerkspläne hochqualitative Zoraï Magier-Stiefel	Handwerkspläne hochqualitative Zoraï Magier-Stiefel		die	Handwerksplan für hochqualitative Zoraï Magier-Stiefel Zo'Lin-ko
_6A09AA5E9C85A2AD	abczaea18_3	Handwerksplan hochqualitative Zoraï Magier-Handschuhe	Handwerksplan hochqualitative Zoraï Magier-Handschuhe		ein	der	Handwerkspläne hochqualitative Zoraï Magier-Handschuhe	Handwerkspläne hochqualitative Zoraï Magier-Handschuhe		die	Handwerksplan für hochqualitative Zoraï Magier-Handschuhe Zo'Lin-ko
_3C466015570F57C1	abczaea19_3	Handwerksplan hochqualitative Zoraï Magier-Beinkleider	Handwerksplan hochqualitative Zoraï Magier-Beinkleider		ein	der	Handwerkspläne hochqualitative Zoraï Magier-Beinkleider	Handwerkspläne hochqualitative Zoraï Magier-Beinkleider		die	Handwerksplan für hochqualitatives Zoraï Magier-Beinkleid Zo'Lin-ko
_B76F0B5EB4794A07	abczaea20_3	Handwerksplan hochqualitative Zoraï Magier-Armschützer	Handwerksplan hochqualitative Zoraï Magier-Armschützer		ein	der	Handwerkspläne hochqualitative Zoraï Magier-Armschützer	Handwerkspläne hochqualitative Zoraï Magier-Armschützer		die	Handwerksplan für hochqualitative Zoraï Magier-Armschützer Zo'Lin-ko
_1E9BAAADCA7E15E5	abczaea21_3	Handwerksplan hochqualitative Zoraï Magier-Weste	Handwerksplan hochqualitative Zoraï Magier-Weste		ein	der	Handwerkspläne hochqualitative Zoraï Magier-Weste	Handwerkspläne hochqualitative Zoraï Magier-Weste		die	Handwerksplan für hochqualitative Zoraï Magier-Weste Zo'Lin-ko
_F61DBA87CE5E5D49	abczaea01_3	Handwerksplan hochqualitative schwere Zoraï-Stiefel	Handwerksplan hochqualitative schwere Zoraï-Stiefel		ein	der	Handwerkspläne hochqualitative schwere Zoraï-Stiefel	Handwerkspläne hochqualitative schwere Zoraï-Stiefel		die	Handwerksplan für hochqualitative schwere Zoraï-Stiefel Zo'Tan-ko
_ADA7E4F9DFFEE496	abczaea02_3	Handwerksplan hochqualitative schwere Zoraï-Handschuhe	Handwerksplan hochqualitative schwere Zoraï-Handschuhe		ein	der	Handwerkspläne hochqualitative schwere Zoraï-Handschuhe	Handwerkspläne hochqualitative schwere Zoraï-Handschuhe		die	Handwerksplan für hochqualitative schwere Zoraï-Handschuhe Zo'Tan-ko
_ADB7E8F1DD5ECC97	abczaea03_3	Handwerksplan hochqualitativer schwerer Zoraï-Helm	Handwerksplan hochqualitativer schwerer Zoraï-Helm		ein	der	Handwerkspläne hochqualitativer schwerer Zoraï-Helm	Handwerkspläne hochqualitativer schwerer Zoraï-Helm		die	Handwerksplan für hochqualitativen schweren Zoraï-Helm Zo'Tan-ko
_F61DBA8ACE3EED65	abczaea04_3	Handwerksplan hochqualitative schwere Zoraï-Hose	Handwerksplan hochqualitative schwere Zoraï-Hose		ein	der	Handwerkspläne hochqualitative schwere Zoraï-Hose	Handwerkspläne hochqualitative schwere Zoraï-Hose		die	Handwerksplan für hochqualitative schwere Zoraï-Hose Zo'Tan-ko
_56299A471D9AEDF4	abczaea05_3	Handwerksplan hochqualitative schwere Zoraï-Armschützer	Handwerksplan hochqualitative schwere Zoraï-Armschützer		ein	der	Handwerkspläne hochqualitative schwere Zoraï-Armschützer	Handwerkspläne hochqualitative schwere Zoraï-Armschützer		die	Handwerksplan für hochqualitative schwere Zoraï-Armschützer Zo'Tan-ko
_272DA6F4D13C11B4	abczaea06_3	Handwerksplan hochqualitative schwere Zoraï-Weste	Handwerksplan hochqualitative schwere Zoraï-Weste		ein	der	Handwerkspläne hochqualitative schwere Zoraï-Weste	Handwerkspläne hochqualitative schwere Zoraï-Weste		die	Handwerksplan für hochqualitative schwere Zoraï-Weste Zo'Tan-ko
_F67D4A99D0DE5D49	abczaea07_3	Handwerksplan hochqualitative leichte Zoraï-Stiefel	Handwerksplan hochqualitative leichte Zoraï-Stiefel		ein	der	Handwerkspläne hochqualitative leichte Zoraï-Stiefel	Handwerkspläne hochqualitative leichte Zoraï-Stiefel		die	Handwerksplan für hochqualitative leichte Zoraï-Stiefel Zo'Nin-ka
_6C76C409E13EE496	abczaea08_3	Handwerksplan hochqualitative leichte Zoraï-Handschuhe	Handwerksplan hochqualitative leichte Zoraï-Handschuhe		ein	der	Handwerkspläne hochqualitative leichte Zoraï-Handschuhe	Handwerkspläne hochqualitative leichte Zoraï-Handschuhe		die	Handwerksplan für hochqualitative leichte Zoraï-Handschuhe Zo'Nin-ka
_F67D4A9BD0BEED65	abczaea09_3	Handwerksplan hochqualitative leichte Zoraï-Hose	Handwerksplan hochqualitative leichte Zoraï-Hose		ein	der	Handwerkspläne hochqualitative leichte Zoraï-Hose	Handwerkspläne hochqualitative leichte Zoraï-Hose		die	Handwerksplan für hochqualitative leichte Zoraï-Hose Zo'Nin-ka
_D339724C5EDAEDEF	abczaea10_3	Handwerksplan hochqualitative leichte Zoraï-Armschützer	Handwerksplan hochqualitative leichte Zoraï-Armschützer		ein	der	Handwerkspläne hochqualitative leichte Zoraï-Armschützer	Handwerkspläne hochqualitative leichte Zoraï-Armschützer		die	Handwerksplan für hochqualitative leichte Zoraï-Armschützer Zo'Nin-ka
_27DD5AE793BC21B4	abczaea11_3	Handwerksplan hochqualitative leichte Zoraï-Weste	Handwerksplan hochqualitative leichte Zoraï-Weste		ein	der	Handwerkspläne hochqualitative leichte Zoraï-Weste	Handwerkspläne hochqualitative leichte Zoraï-Weste		die	Handwerksplan für hochqualitative leichte Zoraï-Weste Zo'Nin-ka
_8EA225EB03AF712A	abczaea12_3	Handwerksplan hochqualitative mittelschwere Zoraï Stiefel	Handwerksplan hochqualitative mittelschwere Zoraï Stiefel		ein	der	Handwerkspläne hochqualitative mittelschwere Zoraï Stiefel	Handwerkspläne hochqualitative mittelschwere Zoraï Stiefel		die	Handwerksplan für hochqualitative mittelschwere Zoraï-Stiefel Zo'Shaï-don
_9CF962ECDE6B75CB	abczaea13_3	Handwerksplan hochqualitative mittelschwere Zoraï-Handschuhe	Handwerksplan hochqualitative mittelschwere Zoraï-Handschuhe		ein	der	Handwerkspläne hochqualitative mittelschwere Zoraï-Handschuhe	Handwerkspläne hochqualitative mittelschwere Zoraï-Handschuhe		die	Handwerksplan für hochqualitative mittelschwere Zoraï-Handschuhe Zo'Shaï-don
_8EA221DE0490712A	abczaea14_3	Handwerksplan hochqualitative mittelschwere Zoraï-Hose	Handwerksplan hochqualitative mittelschwere Zoraï-Hose		ein	der	Handwerkspläne hochqualitative mittelschwere Zoraï-Hose	Handwerkspläne hochqualitative mittelschwere Zoraï-Hose		die	Handwerksplan für hochqualitative mittelschwere Zoraï-Hose Zo'Shaï-don
_F4DE5A49715E7100	abczaea15_3	Handwerksplan hochqualitative mittelschwere Zoraï-Armschützer	Handwerksplan hochqualitative mittelschwere Zoraï-Armschützer		ein	der	Handwerkspläne hochqualitative mittelschwere Zoraï-Armschützer	Handwerkspläne hochqualitative mittelschwere Zoraï-Armschützer		die	Handwerksplan für hochqualitative mttelschwere Zoraï-Armschützer Zo'Shaï-don 
_890027B145C31CBB	abczaea16_3	Handwerksplan hochqualitative mittelschwere Zoraï-Weste	Handwerksplan hochqualitative mittelschwere Zoraï-Weste		ein	der	Handwerkspläne hochqualitative mittelschwere Zoraï-Weste	Handwerkspläne hochqualitative mittelschwere Zoraï-Weste		die	Handwerksplan für hochqualitative mittelschwere Zoraï-Weste Zo'Shaï-don
_0955A7E78B1F013D	abcfmea08_2	Handwerksplan mittelqualitativer Fyros-Streitkolben	Handwerksplan mittelqualitativer Fyros-Streitkolben		ein	der	Handwerkspläne mittelqualitativer Fyros-Streitkolben	Handwerkspläne mittelqualitativer Fyros-Streitkolben		die	Handwerksplan für mittelqualitativen Fyros-Streitkolben Massonus
_786348337316433B	abcfmea09_2	Handwerksplan mittelqualitativer Fyros-Stab	Handwerksplan mittelqualitativer Fyros-Stab		ein	der	Handwerkspläne mittelqualitativer Fyros-Stab	Handwerkspläne mittelqualitativer Fyros-Stab		die	Handwerksplan für mittelqualitativen Fyros-Stab (Einhand) Talusus
_703D0D5B8412E6ED	abcfmea06_2	Handwerksplan mittelqualitativer Fyros-Dolch	Handwerksplan mittelqualitativer Fyros-Dolch		ein	der	Handwerkspläne mittelqualitativer Fyros-Dolch	Handwerkspläne mittelqualitativer Fyros-Dolch		die	Handwerksplan für mittelqualitativen Fyros-Dolch Jabus
_B733FC29B2E6F733	abcfmea07_2	Handwerksplan mittelqualitative Fyros-Lanze	Handwerksplan mittelqualitative Fyros-Lanze		ein	der	Handwerkspläne mittelqualitative Fyros-Lanze	Handwerkspläne mittelqualitative Fyros-Lanze		die	Handwerksplan für mittelqualitative Fyros-Lanze (Speer) Kronkus
_D2277783D3386581	abcfmea05_2	Handwerksplan mittelqualitative Fyros-Axt	Handwerksplan mittelqualitative Fyros-Axt		ein	der	Handwerkspläne mittelqualitative Fyros-Axt	Handwerkspläne mittelqualitative Fyros-Axt		die	Handwerksplan für mittelqualitative Fyros-Axt Clevenus
_7B435428B6F64F39	abcfmea10_2	Handwerksplan mittelqualitatives Fyros-Schwert	Handwerksplan mittelqualitatives Fyros-Schwert		ein	der	Handwerkspläne mittelqualitatives Fyros-Schwert	Handwerkspläne mittelqualitatives Fyros-Schwert		die	Handwerksplan für mittelqualitatives Fyros-Schwert Blamus
_A5255EB97620EFDF	abcfmea03_2	Handwerksplan mittelqualitativer Fyros-Zweihandstreitkolben	Handwerksplan mittelqualitativer Fyros-Zweihandstreitkolben		ein	der	Handwerkspläne mittelqualitativer Fyros-Zweihandstreitkolben	Handwerkspläne mittelqualitativer Fyros-Zweihandstreitkolben		die	Handwerksplan für mittelqualitativen Fyros-Zweihandstreitkolben Hampus
_CAD5C7E48B1F2145	abcfmea02_2	Handwerksplan mittelqualitative Fyros-Pike	Handwerksplan mittelqualitative Fyros-Pike		ein	der	Handwerkspläne mittelqualitative Fyros-Pike	Handwerkspläne mittelqualitative Fyros-Pike		die	Handwerksplan für mittelqualitative Fyros-Pike Punnelus
_857E5C6AB0A39641	abcfmea01_2	Handwerksplan mittelqualitative Fyros Zweihandaxt	Handwerksplan mittelqualitative Fyros-Zweihandaxt		ein	der	Handwerkspläne mittelqualitative Fyros-Zweihandaxt	Handwerkspläne mittelqualitative Fyros-Zweihandaxt		die	Handwerksplan für mittelqualitative Fyros-Zweihandaxt Retchus
_3877C68B36F54E5F	abcfmea04_2	Handwerksplan mittelqualitatives Fyros-Zweihandschwert	Handwerksplan mittelqualitatives Fyros-Zweihandschwert		ein	der	Handwerkspläne mittelqualitatives Fyros-Zweihandschwert	Handwerkspläne mittelqualitatives Fyros-Zweihandschwert		die	Handwerksplan für mittelqualitatives Fyros-Zweihandschwert Stavonus
_C5C5A7E10C9E053F	abcmmea08_2	Handwerksplan mittelqualitativer Matis-Streitkolben	Handwerksplan mittelqualitativer Matis-Streitkolben		ein	der	Handwerkspläne mittelqualitativer Matis-Streitkolben	Handwerkspläne mittelqualitativer Matis-Streitkolben		die	Handwerksplan für mittelqualitativen Matis-Streitkolben Modi Bristo
_34D330356D862B3D	abcmmea09_2	Handwerksplan mittelqualitativer Matis-Stab	Handwerksplan mittelqualitativer Matis-Stab		ein	der	Handwerkspläne mittelqualitativer Matis-Stab	Handwerkspläne mittelqualitativer Matis-Stab		die	Handwerksplan für mittelqualitativen Matis-Stab (Einhand) Modi Battoni
_2C4D15434612CEEF	abcmmea06_2	Handwerksplan mittelqualitativer Matis-Dolch	Handwerksplan mittelqualitativer Matis-Dolch		ein	der	Handwerkspläne mittelqualitativer Matis-Dolch	Handwerkspläne mittelqualitativer Matis-Dolch		die	Handwerksplan für mittelqualitativen Matis-Dolch Modi Limmel
_73A3E42BAC56DF35	abcmmea07_2	Handwerksplan mittelqualitative Matis-Lanze	Handwerksplan mittelqualitative Matis-Lanze		ein	der	Handwerkspläne mittelqualitative Matis-Lanze	Handwerkspläne mittelqualitative Matis-Lanze		die	Handwerksplan für mittelqualitative Matis-Lanze (Speer) Modi Palor
_8E9777835258ED8A	abcmmea05_2	Handwerksplan mittelqualitative Matis-Axt	Handwerksplan mittelqualitative Matis-Axt		ein	der	Handwerkspläne mittelqualitative Matis-Axt	Handwerkspläne mittelqualitative Matis-Axt		die	Handwerksplan für mittelqualitative Matis-Axt Modi Haque
_37B33C2AB066373B	abcmmea10_2	Handwerksplan mittelqualitatives Matis-Schwert	Handwerksplan mittelqualitatives Matis-Schwert		ein	der	Handwerkspläne mittelqualitatives Matis-Schwert	Handwerkspläne mittelqualitatives Matis-Schwert		die	Handwerksplan für mittelqualitatives Matis-Schwert Modi Klyde
_5B055EB97620BFE3	abcmmea03_2	Handwerksplan mittelqualitativer Matis-Zweihandstreitkolben	Handwerksplan mittelqualitativer Matis-Zweihandstreitkolben		ein	der	Handwerkspläne mittelqualitativer Matis-Zweihandstreitkolben	Handwerkspläne mittelqualitativer Matis-Zweihandstreitkolben		die	Handwerksplan für mittelqualitativen Matis-Zweihandstreitkolben Modi Gondo
_8645C7DE0C9E2547	abcmmea02_2	Handwerksplan mittelqualitative Matis-Pike	Handwerksplan mittelqualitative Matis-Pike		ein	der	Handwerkspläne mittelqualitative Matis-Pike	Handwerkspläne mittelqualitative Matis-Pike		die	Handwerksplan für mittelqualitative Matis-PikeModi Krop
_C26D786AB0A37E3D	abcmmea01_2	Handwerksplan mittelqualitative Matis-Zweihandaxt	Handwerksplan mittelqualitative Matis-Zweihandaxt		ein	der	Handwerkspläne mittelqualitative Matis-Zweihandaxt	Handwerkspläne mittelqualitative Matis-Zweihandaxt		die	Handwerksplan für mittelqualitative Matis-Zweihandaxt Modi Klout
_B6E7C68B36953E49	abcmmea04_2	Handwerksplan mittelqualitatives Matis-Zweihandschwert	Handwerksplan mittelqualitatives Matis-Zweihandschwert		ein	der	Handwerkspläne mittelqualitatives Matis-Zweihandschwert	Handwerkspläne mittelqualitatives Matis-Zweihandschwert		die	Handwerksplan für mittelqualitatives Matis-Zweihandschwert Modi Slathe
_0D639C05841617EE	abctmea08_2	Handwerksplan mittelqualitativer Tryker-Streitkolben	Handwerksplan mittelqualitativer Tryker-Streitkolben		ein	der	Handwerkspläne mittelqualitativer Tryker-Streitkolben	Handwerkspläne mittelqualitativer Tryker-Streitkolben		die	Handwerksplan für mittelqualitativen Tryker-Streitkolben Lor-Tumbler
_2EEEF52DE0529547	abctmea09_2	Handwerksplan mittelqualitativer Tryker-Stab	Handwerksplan mittelqualitativer Tryker-Stab		ein	der	Handwerkspläne mittelqualitativer Tryker-Stab	Handwerkspläne mittelqualitativer Tryker-Stab		die	Handwerksplan für mittelqualitativen Tryker-Stab (Einhand) Lor-Brok
_DF6E698348AAF23D	abctmea06_2	Handwerksplan mittelqualitativer Tryker-Dolch	Handwerksplan mittelqualitativer Tryker-Dolch		ein	der	Handwerkspläne mittelqualitativer Tryker-Dolch	Handwerkspläne mittelqualitativer Tryker-Dolch		die	Handwerksplan für mittelqualitativen Tryker-Dolch Lor-Fyler
_71ADCD381BE19144	abctmea07_2	Handwerksplan mittelqualitative Tryker-Lanze	Handwerksplan mittelqualitative Tryker-Lanze		ein	der	Handwerkspläne mittelqualitative Tryker-Lanze	Handwerkspläne mittelqualitative Tryker-Lanze		die	Handwerksplan für mittelqualitative Tryker-Lanze (Speer) Lor-Pyker
_78ACEFB3E1CE7D44	abctmea05_2	Handwerksplan mittelqualitative Tryker-Axt	Handwerksplan mittelqualitative Tryker-Axt		ein	der	Handwerkspläne mittelqualitative Tryker-Axt	Handwerkspläne mittelqualitative Tryker-Axt		die	Handwerksplan für mittelqualitative Tryker-Axt Lor-Lopper
_B1FE2532E0528D53	abctmea10_2	Handwerksplan mittelqualitatives Tryker-Schwert	Handwerksplan mittelqualitatives Tryker-Schwert		ein	der	Handwerkspläne mittelqualitatives Tryker-Schwert	Handwerkspläne mittelqualitatives Tryker-Schwert		die	Handwerksplan für mittelqualitatives Tryker-Schwert Lor-Tanner
_8048D19342FCAAAD	abctmea03_2	Handwerksplan mittelqualitativer Tryker-Zweihandstreitkolben	Handwerksplan mittelqualitativer Tryker-Zweihandstreitkolben		ein	der	Handwerkspläne mittelqualitativer Tryker-Zweihandstreitkolben	Handwerkspläne mittelqualitativer Tryker-Zweihandstreitkolben		die	Handwerksplan für mittelqualitativen Tryker-Zweihandstreitkolben Lor-Gaffer
_0FE3A8FF869623EE	abctmea02_2	Handwerksplan mittelqualitative Tryker-Pike	Handwerksplan mittelqualitative Tryker-Pike		ein	der	Handwerkspläne mittelqualitative Tryker-Pike	Handwerkspläne mittelqualitative Tryker-Pike		die	Handwerksplan für mittelqualitative Tryker -Pike Lor-Jak
_2907C63F2A5CE57B	abctmea01_2	Handwerksplan mittelqualitative Tryker-Zweihandaxt	Handwerksplan mittelqualitative Tryker-Zweihandaxt		ein	der	Handwerkspläne mittelqualitative Tryker-Zweihandaxt	Handwerkspläne mittelqualitative Tryker-Zweihandaxt		die	Handwerksplan für mittelqualitative Tryker-Zweihandaxt Lor-Weld
_C8D0B6354B72726B	abctmea04_2	Handwerksplan mittelqualitatives Tryker-Zweihandschwert	Handwerksplan mittelqualitatives Tryker-Zweihandschwert		ein	der	Handwerkspläne mittelqualitatives Tryker-Zweihandschwert	Handwerkspläne mittelqualitatives Tryker-Zweihandschwert		die	Handwerksplan für mittelqualitatives Tryker-Zweihandschwert Lor-Flence
