*HASH_VALUE	item ID	name	ia	da	p	pia	pda	descripción
_45AE187B72B6324B	zo_hof_hair_artistic01	Peinado Artístico Cuernos de la Corona	un	el			los	
_F98ECBF6A4A0FEA7	zo_hof_hair_artistic02	Peinado Artístico Crestado	un	el			los	
_75BC070BD1828DC9	zo_hof_hair_artistic03	Peinado Artístico Horroroso	un	el			los	
_BAFCD70DDA7E0A5D	zo_hof_hair_artistic04	Peinado Artístico Acunado	un	el			los	
_78D8881C9717E6B2	zo_hof_hair_artistic05	Peinado Artístico - Mecha con Ornamento						
_8F92790BC8252280	zo_hof_hair_basic01	Peinado de Afeitado Básico	un	el			los	
_98E9A29F1ED47546	zo_hof_hair_basic02	Peinado Básico de Puntas Largas	un	el			los	
_90533D0BC8161E6B	zo_hof_hair_basic03	Peinado Básico Horroroso	un	el			los	
_1013E520B7E05685	zo_hof_hair_basic04	Peinado Básico de Puntas/Puntiagudo	un	el			los	
_4D5BBD4C34294CC9	zo_hof_hair_basic05	Peinado Básico - Mechas Plateadas en la Parte Trasera						
_EAF402B902C6F70C	zo_hof_hair_style01	Peinado de Estilo de Lado Cubierto	un	el			los	
_698416C902C6F70C	zo_hof_hair_style02	Peinado de Estilo de Lado Torcido	un	el			los	
_6DC4D207542ED60A	zo_hof_hair_style03	Peinado de Parte Superior Torcida/Enrolladla	un	el			los	
_6AB4D2E047B2B204	zo_hof_hair_style04	Peinado de Estilo Cogido hacia Arriba	un	el			los	
_574994FBEE309F8B	zo_hof_hair_style05	Peinado - Primaveral						
_A7EB7F3D5F37F298	zo_hom_hair_artistic01	Peinado Artístico de Parte Superior Elevada	un	el			los	
_45AE187B72B6524B	zo_hom_hair_artistic02	Peinad Artístico Cuernos de la Corona	un	el			los	
_9E8F639773A53293	zo_hom_hair_artistic03	Peinado Artístico de Puntas Largas	un	el			los	
_359DDBF6E9A062B0	zo_hom_hair_artistic04	Peinado Artístico Tridente	un	el			los	
_9F7D681D9CED588D	zo_hom_hair_artistic05	Peinado Artístico - Hojas que complementan a la mascara						
_8F92790BC8253E80	zo_hom_hair_basic01	Peinado Básico Afeitado	un	el			los	
_98E9A29F1ED49146	zo_hom_hair_basic02	Peinado Básico de Puntas Largas	un	el			los	
_321976A897F08E95	zo_hom_hair_basic03	Peinado Básico de Puntas Cortas	un	el			los	
_90633D0BC8163A6B	zo_hom_hair_basic04	Peinado Básico Horroroso	un	el			los	
_6E87DFE3C120591B	zo_hom_hair_basic05	Peinado Básico - Semilla						
_A77416C902F61F0C	zo_hom_hair_style01	Peinado de Estilo Torcido Alto	un	el			los	
_258416C902260F04	zo_hom_hair_style02	Peinado de Estilo Trenzado hacia Atrás	un	el			los	
_A89416C902E63B12	zo_hom_hair_style03	Peinado de Estilo Trenzado Largo	un	el			los	
_863B8907E2F56AA5	zo_hom_hair_style04	Peinado de Estilo Horroros	un	el			los	
_7C20A0EE31BFBF31	zo_hom_hair_style05	Peinado - Otoñal						
_81A22678035CE9F0	ic_candy_stick	Bastón de Caramelo	un	el	Bastones de Caramelo		los	
_6DF6933D6FDB589D	if1	Paca de Búsqueda Básica	una	las	Pacas de Búsqueda Básica		las	"Este articulo debe colocarse en tu inventario de animales para este que pueda utilizarlo. Cuando sienta hambre, lo va a utilizar automáticamente, restaurando 500 Puntos de Hambre."
_AC545FA407698E0E	if2	Paca de Búsqueda Concentrada	una	las	Pacas de Búsqueda Concentrada		las	"Este articulo debe colocarse en tu inventario de animales para que pueda utilizarlo. Cuando sienta hambre, lo va a utilizar automáticamente, restaurando 500 Puntos de Hambre."
_D70F815824F8AC0A	if3	Paca de Búsqueda Pequeña	una	las	Pacas de Búsqueda Pequeña		las	"Este articulo debe colocarse en tu inventario de animales para que pueda utilizarlo. Cuando sienta hambre, lo va a utilizar automáticamente, restaurando 300 Puntos de Hambre."
_A84322F366A92232	issf1	Servicio de Alimentación Animal #1 	un	el	Servicios de Alimentación Animal #1 		los	El mozo del establo te ofrece alimentar a tu animal #1. Tu animal será capaz de comer su relleno.
_A84322F3A6C92233	issf2	Servicio de Alimentación Animal #2 	un	el	Servicios de Alimentación Animal #2 		los	El mozo del establo te ofrece alimentar a tu animal #2. Tu animal será capaz de comer su relleno.
_A84322F3E6E92234	issf3	Servicio de Alimentación Animal #3 	un	el	Servicios de Alimentación Animal #3		the	El mozo del establo te ofrece alimentar a tu animal #3. Tu animal será capaz de comer su relleno.
_A84322F327092235	issf4	Servicio de Alimentación Animal #4 	un	el	Servicios de Alimentación Animal #4		the	El mozo del establo te ofrece alimentar a tu animal #4. Tu animal será capaz de comer su relleno.
_E2603CFF31C680C4	issfa	Servicio de Alimentación Animal	un	el	Servicios de Alimentación Animal		los	El mozo del establo te ofrece alimentar a todos tus animales que están en su establo. Tus animales serán capaces de comer su relleno.
_403C2C23881C3897	potion_r_09_05	Poción Inestable	una	la	Pociones Inestables		las	
_829D502388CD3C98	potion_r_10_12	Poción Mística	una	la	Pociones Místicas		las	
_B142EBAAFF53F74E	kami_ring_of_vision	Anillo de Visión	un	el	Anillos de Visión		los	
_F0BE359678CDC80C	missive_r_09_02	Misiva	una	la	Misivas		las	
_3F4A9A959B3A2C6C	goo_covered_seeds	Semillas Cubiertas de Goo		las	Semillas Cubiertas de Goo		las	
_4D85FF890E6AFA3E	r_10_05_recueil_poemes	Antología de Poemas	una	la	Antologías de Poemas		las	
_2DCB688E21B8B4A4	iasl_gm	Tenwo	un	el	Tenwo		los	
_17F88ADD3484C26B	R_09_12_grande_perle	Perla de Syk	una	la	Perlas de Syk		las	
_97FC72604CF4ED0F	iapsd	Mektoub Cargador	un	el	Mektoub Cargadores		los	Mektoub Rápido del Desierto con una constitución muy débil
_439D8F74BE4AFD32	iapsdc	Mektoub Cargador	un	el	Mektoub Cargadores		los	Mektoub Rápido del Desierto con una constitución débil
_D40576FD6D91CE3D	iapsdd	Mektoub Cargador	un	el	Mektoub Cargadores		los	Mektoub Rápido del Desierto con una constitución promedio
_038AB4C3602E7018	iapsde	Mektoub Cargador	un	el	Mektoub Cargadores		los	Mektoub Rápido del Desierto con una constitución por encima del promedio
_2F6B57078A74AFFB	iapsdf	Mektoub Cargador	un	el	Mektoub Cargadores		los	Mektoub Rápido del Desierto con una constitución excelente
_9943DD5E8B04A089	iapsf	Mektoub Cargador	un	el	Mektoub Cargadores		los	Mektoub Rápido del Bosque con una constitución muy débil
_82AD42ECC0916832	iapsfc	Mektoub Cargador	un	el	Mektoub Cargadores		los	Mektoub Rápido del Bosque con una constitución debil
_14D054058A3EC63C	iapsfd	Mektoub Cargador	un	el	Mektoub Cargadores		los	Mektoub Rápido del Bosque con una constitución promedio
_8259B8703EAE41F4	iapsfe	Mektoub Cargador	un	el	Mektoub Cargadores		los	Mektoub Rápido del Bosque con una constitución por encima del promedio
_0DEB28E10943B3AA	iapsff	Mektoub Cargador	un	el	Mektoub Cargadores		los	Mektoub Rápido del Bosque con excelente constitución 
_F2C2CF5A0D44A08D	iapsj	Mektoub Cargador	un	el	Mektoub Cargadores		los	Mektoub Rápido de la Selva con una constitución muy débil
_04ED42EC19105A32	iapsjc	Mektoub Cargador	un	el	Mektoub Cargadores		los	Mektoub Rápido de la Selva con una constitución débil
_15D0546A8806B646	iapsjd	Mektoub Cargador	un	el	Mektoub Cargadores		los	Mektoub Rápido de la Selva con una constitución promedio
_81BAC8703E042175	iapsje	Mektoub Cargador	un	el	Mektoub Cargadores		los	Mektoub Rápido de la Selva con una constitución por encima del promedio
_0D41085E08A4C3AE	iapsjf	Mektoub Cargador	un	el	Mektoub Cargadores		los	Mektoub Rápido de la Selva con excelente constitución 
_863132EC8CD4A59A	iapsl	Mektoub Cargador	un	el	Mektoub Cargadores		los	Mektoub Rápido de lal Lagos con una constitución muy débil
_837D47F7AD7FBDC6	iapslc	Mektoub Cargador	un	el	Mektoub Cargadores		los	Mektoub Rápido de los Lagos con una constitución débil
_53E480B94190FD46	iapsld	Mektoub Cargador	un	el	Mektoub Cargadores		los	Mektoub Rápido de las Lagos con una constitución promedio
_E69AACB101EABD10	iapsle	Mektoub Cargador	un	el	Mektoub Cargadores		los	Mektoub Rápido de los Lagos con una constitución por encima del promedio
_D027A4F76D84A7F1	iapslf	Mektoub Cargador	un	el	Mektoub Cargadores		los	Mektoub Rápido de los Lagos con excelente constitución 
_FE0FA17D3E56ACFA	ipma01	Huevo de Enfoque 1	un	el	Huevos de Enfoque 1			Instantáneamente te otorga 100 Puntos de Enfoque.
_FE0FA17E3E66B0FB	ipma02	Huevo de Enfoque 2	un	el	Huevos de Enfoque 2			Instantáneamente te otorga 200 Puntos de Enfoque.
_FE0FA17F3E76B4FC	ipma03	Huevo de Enfoque 3	un	el	Huevos de Enfoque 3			Instantáneamente te otorga 300 Puntos de Enfoque.
_FE0FA1803E86B8FD	ipma04	Huevo de Enfoque 4	un	el	Huevos de Enfoque 4			Instantáneamente te otorga 400 Puntos de Enfoque.
_FE0FA1813E96BCFE	ipma05	Huevo de Enfoque 5	un	el	Huevos de Enfoque 5			Instantáneamente te otorga 500 Puntos de Enfoque.
_FB0B0FAE5714D854	ipmb01	Huevo de Resistencia 1	un	el	Huevos de Resistencia 1			Instantáneamente te otorga 100 Puntos de Resistencia.
_FB1B0FAE5724DC55	ipmb02	Huevo de Resistencia 2	un	el	Huevos de Resistencia 2			Instantáneamente te otorga 200 Puntos de Resistencia.
_FB2B0FAE5734E056	ipmb03	Huevo de Resistencia 3	un	el	Huevos de Resistencia 3			Instantáneamente te otorga 300 Puntos de Resistencia.
_FB3B0FAE5744E457	ipmb04	Huevo de Resistencia 4	un	el	Huevos de Resistencia 4			Instantáneamente te otorga 400 Puntos de Resistencia.
_FB4B0FAE5754E858	ipmb05	Huevo de Resistencia 5	un	el	Huevos de Resistencia 5			Instantáneamente te otorga 500 Puntos de Resistencia.
_A3A62D79DB673B60	ipmc01	Huevo de Vida 1	un	el	Huevos de Vida 1			Instantáneamente te otorga 100 Puntos de Golpe.
_A3C62D79DB673F61	ipmc02	Huevo de Vida 2	un	el	Huevos de Vida 2			Instantáneamente te otorga 200 Puntos de Golpe.
_A3E62D79DB674362	ipmc03	Huevo de Vida 3	un	el	Huevos de Vida 3			Instantáneamente te otorga 300 Puntos de Golpe.
_A3062D79DB674763	ipmc04	Huevo de Vida 4	una	la	Huevos de Vida 4			Instantáneamente te otorga 400 Puntos de Golpe.
_A3262D79DB674B64	ipmc05	Huevo de Vida 5	una	la	Huevos de Vida 5			Instantáneamente te otorga 500 Puntos de Golpe.
_6063D2453F27C6F1	ipmd01	Huevo de Savia 1	un	el	Huevos de Savia 1			Instantáneamente te otorga 100 Puntos de Savia
_A063D2453F37CAF2	ipmd02	Huevo de Savia 2	un	el	Huevos de Savia 2			Instantáneamente te otorga 200 Puntos de Savia
_E063D2453F47CEF3	ipmd03	Huevo de Savia 3	un	el	Huevos de Savia 3			Instantáneamente te otorga 300 Puntos de Savia
_2163D2453F57D2F4	ipmd04	Huevo de Savia 4	un	el	Huevos de Savia 4			Instantáneamente te otorga 400 Puntos de Savia
_6163D2453F67D6F5	ipmd05	Huevo de Savia 5	un	el	Huevos de Savia 5			Instantáneamente te otorga 500 Puntos de Savia
_9967E85B25F15A64	ipme01	Huevo de Velocidad 1	un	el	Huevos de Velocidad 1			Duplica tu velocidad de carrera por 10 segundos.
_9967E86025015E65	ipme02	Huevo de Velocidad 2	un	el	Huevos de Velocidad 2			Duplica tu velocidad de carrera por 15 segundos.
_9967E85B65116266	ipme03	Huevo de Velocidad 3	un	el	Huevos de Velocidad 3			Duplica tu velocidad de carrera por 20 segundos.
_9967E86065216667	ipme04	Huevo de Velocidad 4	un	el	Huevos de Velocidad 4			Duplica tu velocidad de carrera por 25 segundos.
_9967E85BA5316A68	ipme05	Huevo de Velocidad 5	un	el	Huevos de Velocidad 5			Duplica tu velocidad de carrera por 30 segundos.
_F26DCB060D18501B	ipmf01	Huevo de Invulnerabilidad 1	un	el	Huevos de Invulnerabilidad 1			Te vuelve invulnerable por 15 segundos.  No puedes realizar ninguna acción mientras estas activo.
_F27DD3060D18581B	ipmf02	Huevo de invulnerabilidad 2	un	el	Huevos de invulnerabilidad 2			Te vuelve invulnerable por 17 segundos.  No puedes realizar ninguna acción mientras estas activo.
_F28DDB060D18601B	ipmf03	Huevo de Invulnerabilidad 3	un	el	Huevos de Invulnerabilidad 3			Te vuelve invulnerable por 19 segundos.  No puedes realizar ninguna acción mientras estas activo.
_F29DBB070D18681B	ipmf04	Huevo de Invulnerabilidad 4	un	el	Huevos de Invulnerabilidad 4			Te vuelve invulnerable por 21 segundos.  No puedes realizar ninguna acción mientras estas activo.
_F2ADC3070D18701B	ipmf05	Huevo de Invulnerabilidad 5	un	el	Huevos de Invulnerabilidad 5			Te vuelve invulnerable por 23 segundos.  No puedes realizar ninguna acción mientras estas activo.
_DB311DB7E7B9730D	isadp_kami_1	Servicio del 'Ritual del Aliento de Ma-Duk' 	un	el	Servicios del 'Ritual del Aliento de Ma-Duk' 		los	Ligeramente acelera el ritmo actual de reducción de tu pena de muerte
_016654FBFEAB7141	isadp_kami_2	Servicio del 'Aliento Sagrado de Ma-Duk' 	un	el	Servicios del 'Aliento Sagrado de Ma-Duk' 		los	Acelera el ritmo actual de reducción de tu pena de muerte
_AE2515E135AD26BF	isadp_kami_3	Servicio del 'Aliento Divino de Ma-Duk' 	un	el	Servicios del 'Aliento Divino de Ma-Duk' 		los	Acelera altamente el ritmo actual de reducción de tu pena de muerte
_7637AD64A2F2A345	isadp_karavan_1	Servicio del 'Ritual del Beso de Jena' 	un	el	Servicios del 'Ritual del Beso de Jena' 		los	Acelera ligeramente el ritmo actual de reducción de tu pena de muerte
_692E0EB5D0DC0B28	isadp_karavan_2	Servicio del 'Beso Sagrado de Jena' 	un	el	Servicio del 'Beso Sagrado de Jena' 		los	Acelera el ritmo actual de reducción de tu pena de muerte
_D542347F0DF0A77C	isadp_karavan_3	Servicio del 'Beso Divino de Jena' 	un	el	Servicios del 'Beso Divino de Jena' 		los	Acelera altamente el ritmo actual de reducción de tu pena de muerte
_34A595F283C3C0A4	icbm2sa	Hacha Retch de los Descortezadores	una	la	Hachas Retch de los Descortezadores		las	
_E724E91052DCDF2A	icbm2sa_2	Hacha de Retch de las Bridas Tejidas	una	el	Hachas de Retch de las Bridas Tejidas		las	
_9A17E531B3C4943A	icbm2sa_3	Hacha Retch de los Vigilantes	una	la	Hachas de Retch de los Vigilantes		las	
_47DE3093F681D152	icbm2pp	Pico Krop de los Guardias de la Frontera	un	el	Picos Krop de los Guardias de la Frontera		los	
_5A38CC85F5AD8B50	icbm2pp_2	Pico Krop de los Recolectores Kitin	un	el	Picos Krop de los Recolectores Kitin		los	
_6290E06024F278DA	icbm2pp_3	Pico Krop de las Antiguas Driadas	un	el	PicosKrop de las Antiguas Driadas		los	
_6E8BB0B0FFB082EE	icbm2bm	Mazo Kanka de los Tutores	un	el	Mazo Kanka de los Tutores		los	
_ED2AF57C1743F494	icbm2bm_2	Mazo Kanka de los Recuperadores	un	el	Mazos Kanka de los Recuperadores		los	
_BC0B03FE3B4CD688	icbm2ss	Espada Flence de los Escultores de Limo	una	la	Espadas Flence de los Escultores de Limo		las	
_FCB8B79F92E470F0	icbm2ss_2	Espada Flence de los Eco guerreros	una	la	Espadas Flence de los Eco guerreros		las	
_32B540B9778263C4	icbm1sa	Hacha Cleven de los Leviers	una	la	Hachas Cleven de los Leviers		las	
_27F887DC8A1EBB89	icbm1sa_2	Hacha Cleven de los Renegados	una	la	Hachas Cleven de los Renegados		las	
_EBB7A046FED16F35	icbm1sa_3	Hacha Cleven de los Fraiders	una	la	Hacha Cleven de los Fraiders		las	
_546524D1FE7C7B1E	icbm1pd	Daga Fyler de los Corsarios	una	la	Dagas Fyler de los Corsarios		las	
_2049B5A6D0029C50	icbm1pd_2	Daga Fyler de las Cabezas de Goo	una	la	Dagas Fyler de las Cabezas de Goo		las	
_4C3E08FC91BEB069	icbm1pd_3	Daga Fyler de los Cuzans	una	la	Dagas Fyler de los Cuzans		las	
_4940D97F838E3064	icbm1ps	Lanza Palor de los Hamazans	una	la	Lanzas Palor de los Hamazans		las	
_8489AC4649EB7BA4	icbm1ps_2	Lanza Palor de los Matis Áridos	una	la	Lanzas Palor de los Matis Áridos		las	
_240D0C187511ADB7	icbm1ps_3	Lanza Palor de los Esclavos de la Savia	una	la	Lanzas Palor de los Esclavos de la Savia		las	
_2B7988AD7D405EE8	icbm1bm	Mazo Nanka de la Sevia Sagrada	un	el	Mazos Nanka de la Sevia Sagrada		las	
_739B4DF98992C09F	icbm1bm_2	Mazo Nanka Mace del Circulo Negro	un	el	Mazos Nanka Mace del Circulo Negro		los	
_9491F885383C2FC0	icbm1bm_3	Mazo Nanka de los Gibads	un	el	Mazos Nanka de los Gibads		los	
_B2443A1D8E883E7E	icbm1bs	Eje de Shopan del Árbol Eterno	un	el	Ejes de Shopan del Árbol Eterno		los	
_141502B0C09677E8	icbm1bs_2	Bastón de Shopan Staff de los Espigadores de la Savia	un	el	Bastones de Shopan Staff de los Espigadores de la Savia		los	
_302925517C4B0570	icbm1bs_3	Bastón de Shopan del Maestro del Goo	un	el	Bastones de Shopan del Maestro del Goo		los	
_B2C3630E0928CE4F	icbm1ss	Espada de Curtidor de Los Contrabandistas	una	la	Espadas de Curtidor de Los Contrabandistas		las	
_CC8678AE739E6713	icbm1ss_2	Espada de Curtidor de los Tala y Quema	una	la	Espadas de Curtidor de los Tala y Quema		las	
_31C7EFDDC71BD88E	icbm1ss_3	Espada de Curtidor de los Hermanos de la Laguna	una	la	Espada sde Curtidor de los Hermanos de la Laguna		las	
_7C31B90EC021D0EF	icbr2a	Autolanzador Fraser de los Torneros de la Noche	un	el	Autolanzadores Fraser de los Torneros de la Noche		los	
_0BC23687E60E118F	icbr2a_2	Autolanzador Fraser de los Asaltantes de las Dunas 	un	el	Autolanzadores Fraser de los Asaltantes de las Dunas 		los	
_C892FA80269E19AC	icbr2a_3	Autolanzador Fraser de los Firebrands	un	el	Autolanzadores Fraser de los Firebrands		los	
_41BC666723F68C5D	icbr2b	Rifle de Arco Ma-Kam de los Hermanos de la Maleza	un	el	Rifles de Arco Ma-Kam de los Hermanos de la Maleza		los	
_C44917DCB2484C39	icbr2b_2	Rifle de Arco Ma-Kam de los Antikamis	un	el	Rifles de Arco Ma-Kam de los Antikamis		los	
_D31BA3E9F2F9B807	icbr2b_3	Rifle de Arco Ma-Kam de los Cuidadores/Guardianes	un	el	Rifles de Arco Ma-Kam de los Cuidadores/Guardianes		los	
_C96301658F8B098F	icbr2l	Lanzador de Soldador de los Cazadores de Frahar	un	el	Lanzadores de Soldador de los Cazadores de Frahar		los	
_21B34E34301557E7	icbr2l_2	Lanzador Soldador de los Ilegales	una	la	Lanzadores Soldadores de los Ilegales		los	
_9A72E994AFC87368	icbr1p	Pistola Maka de los Primeros Desertores	una	la	Pistolas Maka de los Primeros Desertores		las	
_6E64E38954A8CF89	icbr1p_2	Pistola Maka de la Savia Oscurecedora	una	la	Pistolas Maka de las Savia Oscurecedora		las	
_4A8D903202EB249A	icbr1p_3	Pistola Maka de los Esclavos	una	la	Pistolas Maka de los Esclavos		las	
_0E6007CB18696F22	icbr1b	Pistola de Arco Fletcher de las Semillas Verdes	una	la	Pistolas de Arco Fletcher de las Semillas Verdes		las	
_DB0A24AB8FD87060	icbr1b_2	Pistola de Arco Fletcher de los Chlorogoos	una	la	Pistolas de Arco Fletcher de los Chlorogoos		las	
_1DAA2C9891889848	icbr1b_3	Pistola de Fletcher de las Cucarachas	una	la	Pistolas de Fletcher de las Cucarachas		las	
_273AACE94B59B4AF	icbr2r	Rifle Boomer de los Corredores de las Sombras	un	el	Rifles Boomer de los Corredores de las Sombras		los	
_53F1E542309E661E	icbr2r_2	Rifle Boomer del Kuilde	un	el	Rifles Boomer del Kuilde		los	
_F823A05B300E2D2D	icbr2r_3	Rifle Boomer de los  Palmeadores de la Raíz	un	el	Rifles Boomer de los  Palmeadores de la Raíz		los	
_256D35F2C5A70404	icbsb	Escudo Kastu de los Adoradores de Iconos	un	el	Escudos Kastu de los Adoradores de Iconos		los	
_601841A7547E24DB	icbsb_2	Escudo Kastu de los Limpia Playas	un	el	Escudos Kastu de los Limpia Playas		los	
_832B724EC96018AD	icbsb_3	Escudo Kastu de los Buckler of the Quemadores	un	el	Escudos Kastu de los Buckler of the Quemadores		los	
_FC842FBDC3C7D1CE	icbss	Escudo Stok de los Rompe Aguas	un	el	Escudos Stok de los Rompe Aguas		los	
_012E2235343CB1AD	icbss_2	Escudo Stok Shield de los Piromancios	un	el	Escudo Stok de los Piromancios		los	
_B7894180CB07507E	icbss_3	Escudo Stok de los Excavadores de Oasis 	un	el	Escudos Stok de los Excavadores de Oasis 		los	
_95829D6A573A7B56	test_scroll	Pergamino Utilizado	un	el	Pergaminos Utilizados		los	{FFF9}Este pergamino usado es ilegible….
_26A82E2C736968FF	ep2_large_bark_splinter	Fragmento de Corteza Grande	un	el	Fragmentos de Corteza Grandes		los	
_43FF15B4E2428065	ep2_large_fibers	Manojo de Fibras Grande	un	el	Manojos de Fibras Grande		los	
_7D8480F4EBD96ABB	ep2_large_root_piece	Parte Grande de Raíz	una	la	Partes Grandes de Raíz		las	
_69B2A3328BF8B02E	ep2_large_trunk	Parte Grande del Tronco	una	la	Partes Grandes del Tronco		las	
_3D228D8CD7612330	ep2_major_maduk_core	Parte Grande del Núcleo de Ma-Duk	una	la	Partes Grandes del Núcleo de Ma-Duk		las	
_0291763EEFEE915A	ep2_major_symbol_part	Parte Principal del Símbolo	una	la	Partes Principales del Símbolo		las	
_E6BC0942CCCA3619	ep2_minor_maduk_core	Parte Menor del Núcleo de Ma-Duk	una	la	Partes Menores del Núcleo de Ma-Duk		las	
_0311763EEF2EC162	ep2_minor_symbol_part	Parte Menor del Símbolo	una	la	Partes Menores del Símbolo		las	
_C9E6BE5AAEE3BCCB	ep2_small_bark_splinter	Fragmento Pequeño de Corteza	un	el	Fragmentos Pequeños de Corteza 		los	
_C15021BFE960D46D	ep2_small_fibers	Manojo Pequeño de Fibras	un	el	Manojos Pequeños de Fibras		los	
_4557FB3B22073DE9	ep2_small_root_piece	Parte Pequeña de Raíz	una	la	Partes Pequeñas de Raíz		las	
_29D3BF398AD70C3C	ep2_small_trunk	Parte Pequeña del Tronco	un	el	Partes Pequeñas del Tronco		las	
_BC5191C78EE1FED4	ep2_large_moss_patch	Manojo Pequeño de Musgo	un	el	Manojos Pequeños del Musgo		los	
_8F9116D876F84899	ep2_small_bud	Brote Ornamental Pequeño	un	el	Brotes Ornamental Pequeño		los	
_42354CE71D952AF3	ep2_small_moss_patch	Manojo Pequeño de Musgo	un	el	Manojos Pequeños de Musgo		los	
_CA00D6D66FD9887F	ep2_large_bud	Brote Ornamental Grande	un	el	Brotes Ornamentales Grandes		los	
_243FE7C75D08466D	ep2_high_brick	Pared de Ladrillos mas Alta	una	la	Paredes de Ladrillos mas Altas		las	
_5A2D672E92639F42	ep2_large_conglomerate	Gran Conglomerado de Áticos	un	el	Grandes Conglomerados de Áticos		los	
_15335AA51325C108	ep2_low_brick	Pared de Ladrillos mas Baja	una	la	Paredes de Ladrillos mas Bajas		las	
_3614EEA5F764F0B3	ep2_major_column	Parte Principal de la Columna	una	la	Partes Principales de la Columna		las	
_F93BFE01FC38724D	ep2_major_justice_column	Parte Principal de la Columna de la Justicia	una	la	Partes Principales de la Columna de Justicia		las	
_C91907D2BD773DB4	ep2_major_ornament	Parte Ornamental Principal	una	la	Partes Ornamentales Principales		las	
_76ECE3AA52EEFAB6	ep2_large_patch_cover	Placa de Recubrimiento Principal	una	la	Placas de Recubrimiento Principales		las	
_D12772F5D837E5D0	ep2_major_pedestal	Parte Principal del Pedestal	una	la	Partes Principales del Pedestal		las	
_1F95629D83FA01FD	ep2_major_statue_part	Parte Principal de la Estatua	una	la	Partes Principales de la Espalda		las	
_74A326AA36A443C1	ep2_minor_column	Parte Menor de la Columna	una	la	Partes Menores de la Columna		las	
_F93B0E0DFE78924D	ep2_minor_justice_column	Parte Menor de la Columna de Justica	una	la	Partes Menores de la Columna de Justicia		las	
_C95927D6BFB75DB4	ep2_minor_ornament	Parte Ornamental Menor	una	la	Partes Ornamentales Menores		las	
_798A83F9D4F9848D	ep2_small_patch_cover	Placa de Recubrimiento Menor	una	la	Placas de Recubrimiento Menores		las	
_D16792F5D8B725D0	ep2_minor_pedestal	Parte Menor del Pedestal	una	la	Partes Menores del Pedestal		las	
_2195629D837A4101	ep2_minor_statue_part	Parte Menor de la Estatua	una	la	Partes Menores del Pedestal		las	
_5A2E534891E3CF49	ep2_small_conglomerate	Pequeño Conglomerado de Áticos	un	el	Pequeños Conglomerados de Áticos		los	
_B946D567EE8D669A	ixpca01	Catalizador de Experiencia	un	el	Catalizadores de Experiencia		los	"Los catalizadores otorgan un bono de XP. Una vez activados, son consumidos a un ritmo relativo al XP ganado y puede duplicar el XP ganado. Un catalizador solo funciona con las acciones con un nivel de habilidad menor al de su calidad. Para activarlo, haga un click en el lado derecho del objeto en el inventario y haga click en opción en el menú."
_B946D567EE9D669A	ixpca02	Catalizador de Experiencia	un	el	Catalizadores de Experiencia		los	"Los catalizadores otorgan un bono de XP. Una vez activados, son consumidos a un ritmo relativo al XP ganado y puede duplicar el XP ganado. Un catalizador solo funciona con las acciones con un nivel de habilidad menor al de su calidad. Para activarlo, haga un click en el lado derecho del objeto en el inventario y haga click en opción en el menú."
