creature ID	name	ia	da	cc	pr	p	pia	pda
object_pr_s2_toopetz_a	Toopetz Gret							
object_pr_s2_toopetz_b	Toopetz Dual							
object_pr_s2_toopetz_c	Toopetz Try							
ccecf3	<GEN>ccecf3							
cchdd6	<GEN>cchdd6							
ccdeb1	<GEN>ccdeb1							
ccdeb2	<GEN>ccdeb2							
ccdeb3	<GEN>ccdeb3							
ccdeb4	<GEN>ccdeb4							
ccdec1	<GEN>ccdec1							
ccdec2	<GEN>ccdec2							
ccdec3	<GEN>ccdec3							
ccdec4	<GEN>ccdec4							
ccded1	<GEN>ccded1							
ccded2	<GEN>ccded2							
ccded3	<GEN>ccded3							
ccded4	<GEN>ccded4							
ccdee1	<GEN>ccdee1							
ccdee2	<GEN>ccdee2							
ccdee3	<GEN>ccdee3							
ccdee4	<GEN>ccdee4							
ccdef1	<GEN>ccdef1							
ccdef2	<GEN>ccdef2							
ccdef3	<GEN>ccdef3							
ccdef4	<GEN>ccdef4							
ccheb1	<GEN>ccheb1							
ccheb2	<GEN>ccheb2							
ccheb3	<GEN>ccheb3							
ccheb4	<GEN>ccheb4							
cchec1	<GEN>cchec1							
cchec2	<GEN>cchec2							
cchec3	<GEN>cchec3							
cchec4	<GEN>cchec4							
cched1	<GEN>cched1							
cched2	<GEN>cched2							
cched3	<GEN>cched3							
cched4	<GEN>cched4							
cchee1	<GEN>cchee1							
cchee2	<GEN>cchee2							
cchee3	<GEN>cchee3							
cchee4	<GEN>cchee4							
cchef1	<GEN>cchef1							
cchef2	<GEN>cchef2							
cchef3	<GEN>cchef3							
cchef4	<GEN>cchef4							
cdaeb1	<GEN>cdaeb1							
cdaeb2	<GEN>cdaeb2							
cdaeb3	<GEN>cdaeb3							
cdaeb4	<GEN>cdaeb4							
cdaec1	<GEN>cdaec1							
cdaec2	<GEN>cdaec2							
cdaec3	<GEN>cdaec3							
cdaec4	<GEN>cdaec4							
cdaed1	<GEN>cdaed1							
cdaed2	<GEN>cdaed2							
cdaed3	<GEN>cdaed3							
cdaed4	<GEN>cdaed4							
cdaee1	<GEN>cdaee1							
cdaee2	<GEN>cdaee2							
cdaee3	<GEN>cdaee3							
cdaee4	<GEN>cdaee4							
cdaef1	<GEN>cdaef1							
cdaef2	<GEN>cdaef2							
cdaef3	<GEN>cdaef3							
cdaef4	<GEN>cdaef4							
cdanb1	<GEN>cdanb1							
cdanb2	<GEN>cdanb2							
cdanb3	<GEN>cdanb3							
cdanb4	<GEN>cdanb4							
cdanc1	<GEN>cdanc1							
cdanc2	<GEN>cdanc2							
cdanc3	<GEN>cdanc3							
cdanc4	<GEN>cdanc4							
cdand1	<GEN>cdand1							
cdand2	<GEN>cdand2							
cdand3	<GEN>cdand3							
cdand4	<GEN>cdand4							
cdane1	<GEN>cdane1							
cdane2	<GEN>cdane2							
cdane3	<GEN>cdane3							
cdane4	<GEN>cdane4							
cdanf1	<GEN>cdanf1							
cdanf2	<GEN>cdanf2							
cdanf3	<GEN>cdanf3							
cdanf4	<GEN>cdanf4							
cdasb1	<GEN>cdasb1							
cdasb2	<GEN>cdasb2							
cdasb3	<GEN>cdasb3							
cdasb4	<GEN>cdasb4							
cdasc1	<GEN>cdasc1							
cdasc2	<GEN>cdasc2							
cdasc3	<GEN>cdasc3							
cdasc4	<GEN>cdasc4							
cdasd1	<GEN>cdasd1							
cdasd2	<GEN>cdasd2							
cdasd3	<GEN>cdasd3							
cdasd4	<GEN>cdasd4							
cdase1	<GEN>cdase1							
cdase2	<GEN>cdase2							
cdase3	<GEN>cdase3							
cdase4	<GEN>cdase4							
cdasf1	<GEN>cdasf1							
cdasf2	<GEN>cdasf2							
cdasf3	<GEN>cdasf3							
cdasf4	<GEN>cdasf4							
cdatb1	<GEN>cdatb1							
cdatb2	<GEN>cdatb2							
cdatb3	<GEN>cdatb3							
cdatb4	<GEN>cdatb4							
cdatc1	<GEN>cdatc1							
cdatc2	<GEN>cdatc2							
cdatc3	<GEN>cdatc3							
cdatc4	<GEN>cdatc4							
cdatd1	<GEN>cdatd1							
cdatd2	<GEN>cdatd2							
cdatd3	<GEN>cdatd3							
cdatd4	<GEN>cdatd4							
cdate1	<GEN>cdate1							
cdate2	<GEN>cdate2							
cdate3	<GEN>cdate3							
cdate4	<GEN>cdate4							
cdatf1	<GEN>cdatf1							
cdatf2	<GEN>cdatf2							
cdatf3	<GEN>cdatf3							
cdatf4	<GEN>cdatf4							
cdaub1	<GEN>cdaub1							
cdaub2	<GEN>cdaub2							
cdaub3	<GEN>cdaub3							
cdaub4	<GEN>cdaub4							
cdauc1	<GEN>cdauc1							
cdauc2	<GEN>cdauc2							
cdauc3	<GEN>cdauc3							
cdauc4	<GEN>cdauc4							
cdaud1	<GEN>cdaud1							
cdaud2	<GEN>cdaud2							
cdaud3	<GEN>cdaud3							
cdaud4	<GEN>cdaud4							
cdaue1	<GEN>cdaue1							
cdaue2	<GEN>cdaue2							
cdaue3	<GEN>cdaue3							
cdaue4	<GEN>cdaue4							
cdauf1	<GEN>cdauf1							
cdauf2	<GEN>cdauf2							
cdauf3	<GEN>cdauf3							
cdauf4	<GEN>cdauf4							
cdavb1	<GEN>cdavb1							
cdavb2	<GEN>cdavb2							
cdavb3	<GEN>cdavb3							
cdavb4	<GEN>cdavb4							
cdavc1	<GEN>cdavc1							
cdavc2	<GEN>cdavc2							
cdavc3	<GEN>cdavc3							
cdavc4	<GEN>cdavc4							
cdavd1	<GEN>cdavd1							
cdavd2	<GEN>cdavd2							
cdavd3	<GEN>cdavd3							
cdavd4	<GEN>cdavd4							
cdave1	<GEN>cdave1							
cdave2	<GEN>cdave2							
cdave3	<GEN>cdave3							
cdave4	<GEN>cdave4							
cdavf1	<GEN>cdavf1							
cdavf2	<GEN>cdavf2							
cdavf3	<GEN>cdavf3							
cdavf4	<GEN>cdavf4							
cdawb1	<GEN>cdawb1							
cdawb2	<GEN>cdawb2							
cdawb3	<GEN>cdawb3							
cdawb4	<GEN>cdawb4							
cdawc1	<GEN>cdawc1							
cdawc2	<GEN>cdawc2							
cdawc3	<GEN>cdawc3							
cdawc4	<GEN>cdawc4							
cdawd1	<GEN>cdawd1							
cdawd2	<GEN>cdawd2							
cdawd3	<GEN>cdawd3							
cdawd4	<GEN>cdawd4							
cdawe1	<GEN>cdawe1							
cdawe2	<GEN>cdawe2							
cdawe3	<GEN>cdawe3							
cdawe4	<GEN>cdawe4							
cdawf1	<GEN>cdawf1							
cdawf2	<GEN>cdawf2							
cdawf3	<GEN>cdawf3							
cdawf4	<GEN>cdawf4							
cdaxb1	<GEN>cdaxb1							
cdaxb2	<GEN>cdaxb2							
cdaxb3	<GEN>cdaxb3							
cdaxb4	<GEN>cdaxb4							
cdaxc1	<GEN>cdaxc1							
cdaxc2	<GEN>cdaxc2							
cdaxc3	<GEN>cdaxc3							
cdaxc4	<GEN>cdaxc4							
cdaxd1	<GEN>cdaxd1							
cdaxd2	<GEN>cdaxd2							
cdaxd3	<GEN>cdaxd3							
cdaxd4	<GEN>cdaxd4							
cdaxe1	<GEN>cdaxe1							
cdaxe2	<GEN>cdaxe2							
cdaxe3	<GEN>cdaxe3							
cdaxe4	<GEN>cdaxe4							
cdaxf1	<GEN>cdaxf1							
cdaxf2	<GEN>cdaxf2							
cdaxf3	<GEN>cdaxf3							
cdaxf4	<GEN>cdaxf4							
cdayb1	<GEN>cdayb1							
cdayb2	<GEN>cdayb2							
cdayb3	<GEN>cdayb3							
cdayb4	<GEN>cdayb4							
cdayc1	<GEN>cdayc1							
cdayc2	<GEN>cdayc2							
cdayc3	<GEN>cdayc3							
cdayc4	<GEN>cdayc4							
cdayd1	<GEN>cdayd1							
cdayd2	<GEN>cdayd2							
cdayd3	<GEN>cdayd3							
cdayd4	<GEN>cdayd4							
cdaye1	<GEN>cdaye1							
cdaye2	<GEN>cdaye2							
cdaye3	<GEN>cdaye3							
cdaye4	<GEN>cdaye4							
cdayf1	<GEN>cdayf1							
cdayf2	<GEN>cdayf2							
cdayf3	<GEN>cdayf3							
cdayf4	<GEN>cdayf4							
cdbeb1	<GEN>cdbeb1							
cdbeb2	<GEN>cdbeb2							
cdbeb3	<GEN>cdbeb3							
cdbeb4	<GEN>cdbeb4							
cdbec1	<GEN>cdbec1							
cdbec2	<GEN>cdbec2							
cdbec3	<GEN>cdbec3							
cdbec4	<GEN>cdbec4							
cdbed1	<GEN>cdbed1							
cdbed2	<GEN>cdbed2							
cdbed3	<GEN>cdbed3							
cdbed4	<GEN>cdbed4							
cdbee1	<GEN>cdbee1							
cdbee2	<GEN>cdbee2							
cdbee3	<GEN>cdbee3							
cdbee4	<GEN>cdbee4							
cdbef1	<GEN>cdbef1							
cdbef2	<GEN>cdbef2							
cdbef3	<GEN>cdbef3							
cdbef4	<GEN>cdbef4							
cdbnb1	<GEN>cdbnb1							
cdbnb2	<GEN>cdbnb2							
cdbnb3	<GEN>cdbnb3							
cdbnb4	<GEN>cdbnb4							
cdbnc1	<GEN>cdbnc1							
cdbnc2	<GEN>cdbnc2							
cdbnc3	<GEN>cdbnc3							
cdbnc4	<GEN>cdbnc4							
cdbnd1	<GEN>cdbnd1							
cdbnd2	<GEN>cdbnd2							
cdbnd3	<GEN>cdbnd3							
cdbnd4	<GEN>cdbnd4							
cdbne1	<GEN>cdbne1							
cdbne2	<GEN>cdbne2							
cdbne3	<GEN>cdbne3							
cdbne4	<GEN>cdbne4							
cdbnf1	<GEN>cdbnf1							
cdbnf2	<GEN>cdbnf2							
cdbnf3	<GEN>cdbnf3							
cdbnf4	<GEN>cdbnf4							
cdbsb1	<GEN>cdbsb1							
cdbsb2	<GEN>cdbsb2							
cdbsb3	<GEN>cdbsb3							
cdbsb4	<GEN>cdbsb4							
cdbsc1	<GEN>cdbsc1							
cdbsc2	<GEN>cdbsc2							
cdbsc3	<GEN>cdbsc3							
cdbsc4	<GEN>cdbsc4							
cdbsd1	<GEN>cdbsd1							
cdbsd2	<GEN>cdbsd2							
cdbsd3	<GEN>cdbsd3							
cdbsd4	<GEN>cdbsd4							
cdbse1	<GEN>cdbse1							
cdbse2	<GEN>cdbse2							
cdbse3	<GEN>cdbse3							
cdbse4	<GEN>cdbse4							
cdbsf1	<GEN>cdbsf1							
cdbsf2	<GEN>cdbsf2							
cdbsf3	<GEN>cdbsf3							
cdbsf4	<GEN>cdbsf4							
cdbtb1	<GEN>cdbtb1							
cdbtb2	<GEN>cdbtb2							
cdbtb3	<GEN>cdbtb3							
cdbtb4	<GEN>cdbtb4							
cdbtc1	<GEN>cdbtc1							
cdbtc2	<GEN>cdbtc2							
cdbtc3	<GEN>cdbtc3							
cdbtc4	<GEN>cdbtc4							
cdbtd1	<GEN>cdbtd1							
cdbtd2	<GEN>cdbtd2							
cdbtd3	<GEN>cdbtd3							
cdbtd4	<GEN>cdbtd4							
cdbte1	<GEN>cdbte1							
cdbte2	<GEN>cdbte2							
cdbte3	<GEN>cdbte3							
cdbte4	<GEN>cdbte4							
cdbtf1	<GEN>cdbtf1							
cdbtf2	<GEN>cdbtf2							
cdbtf3	<GEN>cdbtf3							
cdbtf4	<GEN>cdbtf4							
cdbub1	<GEN>cdbub1							
cdbub2	<GEN>cdbub2							
cdbub3	<GEN>cdbub3							
cdbub4	<GEN>cdbub4							
cdbuc1	<GEN>cdbuc1							
cdbuc2	<GEN>cdbuc2							
cdbuc3	<GEN>cdbuc3							
cdbuc4	<GEN>cdbuc4							
cdbud1	<GEN>cdbud1							
cdbud2	<GEN>cdbud2							
cdbud3	<GEN>cdbud3							
cdbud4	<GEN>cdbud4							
cdbue1	<GEN>cdbue1							
cdbue2	<GEN>cdbue2							
cdbue3	<GEN>cdbue3							
cdbue4	<GEN>cdbue4							
cdbuf1	<GEN>cdbuf1							
cdbuf2	<GEN>cdbuf2							
cdbuf3	<GEN>cdbuf3							
cdbuf4	<GEN>cdbuf4							
cdbvb1	<GEN>cdbvb1							
cdbvb2	<GEN>cdbvb2							
cdbvb3	<GEN>cdbvb3							
cdbvb4	<GEN>cdbvb4							
cdbvc1	<GEN>cdbvc1							
cdbvc2	<GEN>cdbvc2							
cdbvc3	<GEN>cdbvc3							
cdbvc4	<GEN>cdbvc4							
cdbvd1	<GEN>cdbvd1							
cdbvd2	<GEN>cdbvd2							
cdbvd3	<GEN>cdbvd3							
cdbvd4	<GEN>cdbvd4							
cdbve1	<GEN>cdbve1							
cdbve2	<GEN>cdbve2							
cdbve3	<GEN>cdbve3							
cdbve4	<GEN>cdbve4							
cdbvf1	<GEN>cdbvf1							
cdbvf2	<GEN>cdbvf2							
cdbvf3	<GEN>cdbvf3							
cdbvf4	<GEN>cdbvf4							
cdbwb1	<GEN>cdbwb1							
cdbwb2	<GEN>cdbwb2							
cdbwb3	<GEN>cdbwb3							
cdbwb4	<GEN>cdbwb4							
cdbwc1	<GEN>cdbwc1							
cdbwc2	<GEN>cdbwc2							
cdbwc3	<GEN>cdbwc3							
cdbwc4	<GEN>cdbwc4							
cdbwd1	<GEN>cdbwd1							
cdbwd2	<GEN>cdbwd2							
cdbwd3	<GEN>cdbwd3							
cdbwd4	<GEN>cdbwd4							
cdbwe1	<GEN>cdbwe1							
cdbwe2	<GEN>cdbwe2							
cdbwe3	<GEN>cdbwe3							
cdbwe4	<GEN>cdbwe4							
cdbwf1	<GEN>cdbwf1							
cdbwf2	<GEN>cdbwf2							
cdbwf3	<GEN>cdbwf3							
cdbwf4	<GEN>cdbwf4							
cdbxb1	<GEN>cdbxb1							
cdbxb2	<GEN>cdbxb2							
cdbxb3	<GEN>cdbxb3							
cdbxb4	<GEN>cdbxb4							
cdbxc1	<GEN>cdbxc1							
cdbxc2	<GEN>cdbxc2							
cdbxc3	<GEN>cdbxc3							
cdbxc4	<GEN>cdbxc4							
cdbxd1	<GEN>cdbxd1							
cdbxd2	<GEN>cdbxd2							
cdbxd3	<GEN>cdbxd3							
cdbxd4	<GEN>cdbxd4							
cdbxe1	<GEN>cdbxe1							
cdbxe2	<GEN>cdbxe2							
cdbxe3	<GEN>cdbxe3							
cdbxe4	<GEN>cdbxe4							
cdbxf1	<GEN>cdbxf1							
cdbxf2	<GEN>cdbxf2							
cdbxf3	<GEN>cdbxf3							
cdbxf4	<GEN>cdbxf4							
cdbyb1	<GEN>cdbyb1							
cdbyb2	<GEN>cdbyb2							
cdbyb3	<GEN>cdbyb3							
cdbyb4	<GEN>cdbyb4							
cdbyc1	<GEN>cdbyc1							
cdbyc2	<GEN>cdbyc2							
cdbyc3	<GEN>cdbyc3							
cdbyc4	<GEN>cdbyc4							
cdbyd1	<GEN>cdbyd1							
cdbyd2	<GEN>cdbyd2							
cdbyd3	<GEN>cdbyd3							
cdbyd4	<GEN>cdbyd4							
cdbye1	<GEN>cdbye1							
cdbye2	<GEN>cdbye2							
cdbye3	<GEN>cdbye3							
cdbye4	<GEN>cdbye4							
cdbyf1	<GEN>cdbyf1							
cdbyf2	<GEN>cdbyf2							
cdbyf3	<GEN>cdbyf3							
cdbyf4	<GEN>cdbyf4							
cdceb1	<GEN>cdceb1							
cdceb2	<GEN>cdceb2							
cdceb3	<GEN>cdceb3							
cdceb4	<GEN>cdceb4							
cdcec1	<GEN>cdcec1							
cdcec2	<GEN>cdcec2							
cdcec3	<GEN>cdcec3							
cdcec4	<GEN>cdcec4							
cdced1	<GEN>cdced1							
cdced2	<GEN>cdced2							
cdced3	<GEN>cdced3							
cdced4	<GEN>cdced4							
cdcee1	<GEN>cdcee1							
cdcee2	<GEN>cdcee2							
cdcee3	<GEN>cdcee3							
cdcee4	<GEN>cdcee4							
cdcef1	<GEN>cdcef1							
cdcef2	<GEN>cdcef2							
cdcef3	<GEN>cdcef3							
cdcef4	<GEN>cdcef4							
cdcnb1	<GEN>cdcnb1							
cdcnb2	<GEN>cdcnb2							
cdcnb3	<GEN>cdcnb3							
cdcnb4	<GEN>cdcnb4							
cdcnc1	<GEN>cdcnc1							
cdcnc2	<GEN>cdcnc2							
cdcnc3	<GEN>cdcnc3							
cdcnc4	<GEN>cdcnc4							
cdcnd1	<GEN>cdcnd1							
cdcnd2	<GEN>cdcnd2							
cdcnd3	<GEN>cdcnd3							
cdcnd4	<GEN>cdcnd4							
cdcne1	<GEN>cdcne1							
cdcne2	<GEN>cdcne2							
cdcne3	<GEN>cdcne3							
cdcne4	<GEN>cdcne4							
cdcnf1	<GEN>cdcnf1							
cdcnf2	<GEN>cdcnf2							
cdcnf3	<GEN>cdcnf3							
cdcnf4	<GEN>cdcnf4							
cdcsb1	<GEN>cdcsb1							
cdcsb2	<GEN>cdcsb2							
cdcsb3	<GEN>cdcsb3							
cdcsb4	<GEN>cdcsb4							
cdcsc1	<GEN>cdcsc1							
cdcsc2	<GEN>cdcsc2							
cdcsc3	<GEN>cdcsc3							
cdcsc4	<GEN>cdcsc4							
cdcsd1	<GEN>cdcsd1							
cdcsd2	<GEN>cdcsd2							
cdcsd3	<GEN>cdcsd3							
cdcsd4	<GEN>cdcsd4							
cdcse1	<GEN>cdcse1							
cdcse2	<GEN>cdcse2							
cdcse3	<GEN>cdcse3							
cdcse4	<GEN>cdcse4							
cdcsf1	<GEN>cdcsf1							
cdcsf2	<GEN>cdcsf2							
cdcsf3	<GEN>cdcsf3							
cdcsf4	<GEN>cdcsf4							
cdctb1	<GEN>cdctb1							
cdctb2	<GEN>cdctb2							
cdctb3	<GEN>cdctb3							
cdctb4	<GEN>cdctb4							
cdctc1	<GEN>cdctc1							
cdctc2	<GEN>cdctc2							
cdctc3	<GEN>cdctc3							
cdctc4	<GEN>cdctc4							
cdctd1	<GEN>cdctd1							
cdctd2	<GEN>cdctd2							
cdctd3	<GEN>cdctd3							
cdctd4	<GEN>cdctd4							
cdcte1	<GEN>cdcte1							
cdcte2	<GEN>cdcte2							
cdcte3	<GEN>cdcte3							
cdcte4	<GEN>cdcte4							
cdctf1	<GEN>cdctf1							
cdctf2	<GEN>cdctf2							
cdctf3	<GEN>cdctf3							
cdctf4	<GEN>cdctf4							
cdcub1	<GEN>cdcub1							
cdcub2	<GEN>cdcub2							
cdcub3	<GEN>cdcub3							
cdcub4	<GEN>cdcub4							
cdcuc1	<GEN>cdcuc1							
cdcuc2	<GEN>cdcuc2							
cdcuc3	<GEN>cdcuc3							
cdcuc4	<GEN>cdcuc4							
cdcud1	<GEN>cdcud1							
cdcud2	<GEN>cdcud2							
cdcud3	<GEN>cdcud3							
cdcud4	<GEN>cdcud4							
cdcue1	<GEN>cdcue1							
cdcue2	<GEN>cdcue2							
cdcue3	<GEN>cdcue3							
cdcue4	<GEN>cdcue4							
cdcuf1	<GEN>cdcuf1							
cdcuf2	<GEN>cdcuf2							
cdcuf3	<GEN>cdcuf3							
cdcuf4	<GEN>cdcuf4							
cdcvb1	<GEN>cdcvb1							
cdcvb2	<GEN>cdcvb2							
cdcvb3	<GEN>cdcvb3							
cdcvb4	<GEN>cdcvb4							
cdcvc1	<GEN>cdcvc1							
cdcvc2	<GEN>cdcvc2							
cdcvc3	<GEN>cdcvc3							
cdcvc4	<GEN>cdcvc4							
cdcvd1	<GEN>cdcvd1							
cdcvd2	<GEN>cdcvd2							
cdcvd3	<GEN>cdcvd3							
cdcvd4	<GEN>cdcvd4							
cdcve1	<GEN>cdcve1							
cdcve2	<GEN>cdcve2							
cdcve3	<GEN>cdcve3							
cdcve4	<GEN>cdcve4							
cdcvf1	<GEN>cdcvf1							
cdcvf2	<GEN>cdcvf2							
cdcvf3	<GEN>cdcvf3							
cdcvf4	<GEN>cdcvf4							
cdcwb1	<GEN>cdcwb1							
cdcwb2	<GEN>cdcwb2							
cdcwb3	<GEN>cdcwb3							
cdcwb4	<GEN>cdcwb4							
cdcwc1	<GEN>cdcwc1							
cdcwc2	<GEN>cdcwc2							
cdcwc3	<GEN>cdcwc3							
cdcwc4	<GEN>cdcwc4							
cdcwd1	<GEN>cdcwd1							
cdcwd2	<GEN>cdcwd2							
cdcwd3	<GEN>cdcwd3							
cdcwd4	<GEN>cdcwd4							
cdcwe1	<GEN>cdcwe1							
cdcwe2	<GEN>cdcwe2							
cdcwe3	<GEN>cdcwe3							
cdcwe4	<GEN>cdcwe4							
cdcwf1	<GEN>cdcwf1							
cdcwf2	<GEN>cdcwf2							
cdcwf3	<GEN>cdcwf3							
cdcwf4	<GEN>cdcwf4							
cdcxb1	<GEN>cdcxb1							
cdcxb2	<GEN>cdcxb2							
cdcxb3	<GEN>cdcxb3							
cdcxb4	<GEN>cdcxb4							
cdcxc1	<GEN>cdcxc1							
cdcxc2	<GEN>cdcxc2							
cdcxc3	<GEN>cdcxc3							
cdcxc4	<GEN>cdcxc4							
cdcxd1	<GEN>cdcxd1							
cdcxd2	<GEN>cdcxd2							
cdcxd3	<GEN>cdcxd3							
cdcxd4	<GEN>cdcxd4							
cdcxe1	<GEN>cdcxe1							
cdcxe2	<GEN>cdcxe2							
cdcxe3	<GEN>cdcxe3							
cdcxe4	<GEN>cdcxe4							
cdcxf1	<GEN>cdcxf1							
cdcxf2	<GEN>cdcxf2							
cdcxf3	<GEN>cdcxf3							
cdcxf4	<GEN>cdcxf4							
cdcyb1	<GEN>cdcyb1							
cdcyb2	<GEN>cdcyb2							
cdcyb3	<GEN>cdcyb3							
cdcyb4	<GEN>cdcyb4							
cdcyc1	<GEN>cdcyc1							
cdcyc2	<GEN>cdcyc2							
cdcyc3	<GEN>cdcyc3							
cdcyc4	<GEN>cdcyc4							
cdcyd1	<GEN>cdcyd1							
cdcyd2	<GEN>cdcyd2							
cdcyd3	<GEN>cdcyd3							
cdcyd4	<GEN>cdcyd4							
cdcye1	<GEN>cdcye1							
cdcye2	<GEN>cdcye2							
cdcye3	<GEN>cdcye3							
cdcye4	<GEN>cdcye4							
cdcyf1	<GEN>cdcyf1							
cdcyf2	<GEN>cdcyf2							
cdcyf3	<GEN>cdcyf3							
cdcyf4	<GEN>cdcyf4							
chleb1	<GEN>chleb1							
chleb2	<GEN>chleb2							
chleb3	<GEN>chleb3							
chleb4	<GEN>chleb4							
chlec1	<GEN>chlec1							
chlec2	<GEN>chlec2							
chlec3	<GEN>chlec3							
chlec4	<GEN>chlec4							
chled1	<GEN>chled1							
chled2	<GEN>chled2							
chled3	<GEN>chled3							
chled4	<GEN>chled4							
chlee1	<GEN>chlee1							
chlee2	<GEN>chlee2							
chlee3	<GEN>chlee3							
chlee4	<GEN>chlee4							
chlef1	<GEN>chlef1							
chlef2	<GEN>chlef2							
chlef3	<GEN>chlef3							
chlef4	<GEN>chlef4							
ckaeb1	<GEN>ckaeb1							
ckaeb2	<GEN>ckaeb2							
ckaeb3	<GEN>ckaeb3							
ckaeb4	<GEN>ckaeb4							
ckaec1	<GEN>ckaec1							
ckaec2	<GEN>ckaec2							
ckaec3	<GEN>ckaec3							
ckaec4	<GEN>ckaec4							
ckaed1	<GEN>ckaed1							
ckaed2	<GEN>ckaed2							
ckaed3	<GEN>ckaed3							
ckaed4	<GEN>ckaed4							
ckaee1	<GEN>ckaee1							
ckaee2	<GEN>ckaee2							
ckaee3	<GEN>ckaee3							
ckaee4	<GEN>ckaee4							
ckaef1	<GEN>ckaef1							
ckaef2	<GEN>ckaef2							
ckaef3	<GEN>ckaef3							
ckaef4	<GEN>ckaef4							
ckbeb1	<GEN>ckbeb1							
ckbeb2	<GEN>ckbeb2							
ckbeb3	<GEN>ckbeb3							
ckbeb4	<GEN>ckbeb4							
ckbec1	<GEN>ckbec1							
ckbec2	<GEN>ckbec2							
ckbec3	<GEN>ckbec3							
ckbec4	<GEN>ckbec4							
ckbed1	<GEN>ckbed1							
ckbed2	<GEN>ckbed2							
ckbed3	<GEN>ckbed3							
ckbed4	<GEN>ckbed4							
ckbee1	<GEN>ckbee1							
ckbee2	<GEN>ckbee2							
ckbee3	<GEN>ckbee3							
ckbee4	<GEN>ckbee4							
ckbef1	<GEN>ckbef1							
ckbef2	<GEN>ckbef2							
ckbef3	<GEN>ckbef3							
ckbef4	<GEN>ckbef4							
ckbsb1	<GEN>ckbsb1							
ckbsb2	<GEN>ckbsb2							
ckbsb3	<GEN>ckbsb3							
ckbsb4	<GEN>ckbsb4							
ckbsc1	<GEN>ckbsc1							
ckbsc2	<GEN>ckbsc2							
ckbsc3	<GEN>ckbsc3							
ckbsc4	<GEN>ckbsc4							
ckbsd1	<GEN>ckbsd1							
ckbsd2	<GEN>ckbsd2							
ckbsd3	<GEN>ckbsd3							
ckbsd4	<GEN>ckbsd4							
ckbse1	<GEN>ckbse1							
ckbse2	<GEN>ckbse2							
ckbse3	<GEN>ckbse3							
ckbse4	<GEN>ckbse4							
ckbsf1	<GEN>ckbsf1							
ckbsf2	<GEN>ckbsf2							
ckbsf3	<GEN>ckbsf3							
ckbsf4	<GEN>ckbsf4							
ckbtb1	<GEN>ckbtb1							
ckbtb2	<GEN>ckbtb2							
ckbtb3	<GEN>ckbtb3							
ckbtb4	<GEN>ckbtb4							
ckbtc1	<GEN>ckbtc1							
ckbtc2	<GEN>ckbtc2							
ckbtc3	<GEN>ckbtc3							
ckbtc4	<GEN>ckbtc4							
ckbtd1	<GEN>ckbtd1							
ckbtd2	<GEN>ckbtd2							
ckbtd3	<GEN>ckbtd3							
ckbtd4	<GEN>ckbtd4							
ckbte1	<GEN>ckbte1							
ckbte2	<GEN>ckbte2							
ckbte3	<GEN>ckbte3							
ckbte4	<GEN>ckbte4							
ckbtf1	<GEN>ckbtf1							
ckbtf2	<GEN>ckbtf2							
ckbtf3	<GEN>ckbtf3							
ckbtf4	<GEN>ckbtf4							
ckceb1	<GEN>ckceb1							
ckceb2	<GEN>ckceb2							
ckceb3	<GEN>ckceb3							
ckceb4	<GEN>ckceb4							
ckcec1	<GEN>ckcec1							
ckcec2	<GEN>ckcec2							
ckcec3	<GEN>ckcec3							
ckcec4	<GEN>ckcec4							
ckced1	<GEN>ckced1							
ckced2	<GEN>ckced2							
ckced3	<GEN>ckced3							
ckced4	<GEN>ckced4							
ckcee1	<GEN>ckcee1							
ckcee2	<GEN>ckcee2							
ckcee3	<GEN>ckcee3							
ckcee4	<GEN>ckcee4							
ckcef1	<GEN>ckcef1							
ckcef2	<GEN>ckcef2							
ckcef3	<GEN>ckcef3							
ckcef4	<GEN>ckcef4							
ckdeb1	<GEN>ckdeb1							
ckdeb2	<GEN>ckdeb2							
ckdeb3	<GEN>ckdeb3							
ckdeb4	<GEN>ckdeb4							
ckdec1	<GEN>ckdec1							
ckdec2	<GEN>ckdec2							
ckdec3	<GEN>ckdec3							
ckdec4	<GEN>ckdec4							
ckded1	<GEN>ckded1							
ckded2	<GEN>ckded2							
ckded3	<GEN>ckded3							
ckded4	<GEN>ckded4							
ckdee1	<GEN>ckdee1							
ckdee2	<GEN>ckdee2							
ckdee3	<GEN>ckdee3							
ckdee4	<GEN>ckdee4							
ckdef1	<GEN>ckdef1							
ckdef2	<GEN>ckdef2							
ckdef3	<GEN>ckdef3							
ckdef4	<GEN>ckdef4							
ckdsb1	<GEN>ckdsb1							
ckdsb2	<GEN>ckdsb2							
ckdsb3	<GEN>ckdsb3							
ckdsb4	<GEN>ckdsb4							
ckdsc1	<GEN>ckdsc1							
ckdsc2	<GEN>ckdsc2							
ckdsc3	<GEN>ckdsc3							
ckdsc4	<GEN>ckdsc4							
ckdsd1	<GEN>ckdsd1							
ckdsd2	<GEN>ckdsd2							
ckdsd3	<GEN>ckdsd3							
ckdsd4	<GEN>ckdsd4							
ckdse1	<GEN>ckdse1							
ckdse2	<GEN>ckdse2							
ckdse3	<GEN>ckdse3							
ckdse4	<GEN>ckdse4							
ckdsf1	<GEN>ckdsf1							
ckdsf2	<GEN>ckdsf2							
ckdsf3	<GEN>ckdsf3							
ckdsf4	<GEN>ckdsf4							
ckdsf4_rite	<GEN>ckdsf4_rite							
